id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.56493574740847e+18,2022-08-31 11:18:51+00:00,['1564935747408470017'],@SAFC_Analysis Any suggestions / ideas who?,suggestion idea,True,suggestion idea 
1.5648536280405197e+18,2022-08-31 05:52:33+00:00,['1564853628040519681'],This is only just more than a Tesco Meal Deal.... https://t.co/YTcQDmAs7A,tesco meal deal,True,meal deal 
1.5647266879082004e+18,2022-08-30 21:28:08+00:00,['1564726687908200448'],"I'm happy with this, it's a quick turn around but doesn't feel rushed! Seems like Speakman knew what and who he wanted, I'm excited to see what happens! https://t.co/EuP2CiV57g",i'm happy quick turn around feel rushed seems like speakman knew wanted i'm excited see happens,True,i turn feel speakman i see 
1.564693994319274e+18,2022-08-30 19:18:13+00:00,['1564693994319273984'],So assuming someone screwed up the scheduling of @safcfol Twitter account! https://t.co/dpJ2ajmBrS,assuming someone screwed scheduling twitter account,True,someone twitter account 
1.564649065312313e+18,2022-08-30 16:19:41+00:00,['1564649065312313344'],@ScottPughsley Specifically sought mine out this morning and packed the majority of my bag ready for double Inset Thursday and Friday!,specifically sought mine morning packed majority bag ready double inset thursday friday,True,mine morning majority bag thursday friday 
1.5645370560003686e+18,2022-08-30 08:54:36+00:00,['1564537056000368640'],"@WhatTheFalkPod Sounds like he's been sacked because he disagreed with the recruitment system, so don't think he'd work with what KLD and Speakman are building!",sound like he's sacked disagreed recruitment system think he'd work kld speakman building,True,sound recruitment system speakman building 
1.5645207631635415e+18,2022-08-30 07:49:51+00:00,['1564520763163541505'],"I actually love this, let's have more football transfer style signings for teachers! 😂😂 https://t.co/Ujpu4xMhs3",actually love let's football transfer style signing teacher,True,let football transfer style teacher 
1.5643474533688525e+18,2022-08-29 20:21:11+00:00,['1564347453368852484'],"The club got promoted under KLD and Speakmans guidance and stewardship, something that didn't happen under Donald and Co, so clearly something is working. 

I have faith in the process!",club got promoted kld speakmans guidance stewardship something happen donald clearly something working faith process,True,club something something process 
1.5643474511794012e+18,2022-08-29 20:21:11+00:00,['1564347451179401220'],"We are a completely different club from that which went down all those years ago, we've not filled the squad with experienced players wanting their last big contract. 

Investing in youth and then selling them on is the perfect structure going forward, and it's seemingly working.",completely different club went year ago we've filled squad experienced player wanting last big contract investing youth selling perfect structure going forward seemingly working,True,club year squad player contract youth structure 
1.5643474492416492e+18,2022-08-29 20:21:10+00:00,['1564347449241649153'],"If Tony Mowbray is appointed @SunderlandAFC manager in the next few days, I'm 100% behind him! I trust the process that the club is using, Alex Neil didn't build that squad he did the job he was asked to do! 

Mowbray will do the same! We are building something that can grow!",tony mowbray appointed manager next day i'm behind trust process club using alex neil build squad job asked mowbray building something grow,True,mowbray manager day trust process club job building something grow 
1.564158308235223e+18,2022-08-29 07:49:35+00:00,['1564158308235223042'],"Every episode of #allornothingarsenal I look forward to the next bonkers team talk given by Arteta! 

Favourite so far is the ""Edison invented the lightbulb"".",every episode look forward next bonkers team talk given arteta favourite far edison invented lightbulb,True,episode edison lightbulb 
