id,created_at,edit_history_tweet_ids,text,withheld,clean_text
1.564898672344703e+18,2022-08-31 08:51:32+00:00,['1564898672344702976'],@NargisMommand Heart wrenching.,,heart wrenching
1.5647393732451246e+18,2022-08-30 22:18:32+00:00,['1564739373245124609'],"Day 247 of Taliban’s ban on girls’ secondary education.

“ I feel like a thief committing a robbery when all I am doing is trying to continue my education and attend school,”-Zahra,🇦🇫

Getting an education is not crime. Taliban must 
#LetAfghanGirlsLearn  https://t.co/YBSc6IyEbq",,day taliban ban girl secondary education feel like thief committing robbery trying continue education attend schoolzahra getting education crime taliban must
1.5645418294371328e+18,2022-08-30 09:13:34+00:00,['1564541829437132803'],@turabMohmand @miss_wazir @MissWazir_ADC Respect ✊,,respect
1.564381284050342e+18,2022-08-29 22:35:37+00:00,['1564381284050341891'],"Day 346 of Taliban’s ban on girls’ education. 

“It’s been exactly one year that girls haven’t gone to school. In the next couple of years, we won’t have any girls who are eligible or qualified to go to university.”-Fereshta Abbasi🇦🇫
#LetAfghanGirlsLearn  https://t.co/Gyn51iR1sK",,day taliban ban girl education exactly one year girl havent gone school next couple year wont girl eligible qualified go universityfereshta abbasi
1.5641801813838438e+18,2022-08-29 09:16:30+00:00,['1564180181383843842'],"""Even you, Brutus?"". 
 https://t.co/BmAp9n13dT",,even brutus
1.5640562204404326e+18,2022-08-29 01:03:56+00:00,['1564056220440432640'],"Day 345 of Taliban’s ban on girls secondary education.🇦🇫

“ Islam says it’s not only each child’s right to get education, rather it’s their duty and responsibility.”-@Malala : UN speech,2013

Taliban must stop misusing the name of Islam and 
#LetAfghanGirlsLearn",,day taliban ban girl secondary education islam say child right get education rather duty responsibility un speech taliban must stop misusing name islam
1.5636448847913042e+18,2022-08-27 21:49:26+00:00,['1563644884791304192'],"Day 344 of Taliban’s ban on girls’ secondary education.🇦🇫

Girls education is inevitable for a safe, peaceful and prosperous Afghanistan.
Taliban must 
#LetAfghanGirlsLearn 
#EducationForAll https://t.co/t2FDlo06dX",,day taliban ban girl secondary education girl education inevitable safe peaceful prosperous afghanistan taliban must
1.563589754654163e+18,2022-08-27 18:10:22+00:00,['1563589754654162946'],"“Let's convert our political rage into flood relief. 
Let's unite to save families.” @ShehzadRoy 
I couldn’t agree more.
#FloodsInPakistan https://t.co/ziMrIAT6Ry",,let's convert political rage flood relief let's unite save family couldnt agree
1.5632890701132923e+18,2022-08-26 22:15:33+00:00,['1563289070113292290'],"Day 343 of Taliban’s ban on girls secondary education.🇦🇫

“To educate girls is to reduce poverty.” – Kofi Annan

Taliban’s continued ban on girls’ education is impoverishing Afghanistan.
#LetAfghanGirlsLearn",,day taliban ban girl secondary education educate girl reduce poverty kofi annan taliban continued ban girl education impoverishing afghanistan
1.5631211707564278e+18,2022-08-26 11:08:23+00:00,['1563121170756427776'],"Unprecedented devastating floods in Swat and Shangla.
Praying for everyone there.",,unprecedented devastating flood swat shangla praying everyone
1.562905227778732e+18,2022-08-25 20:50:18+00:00,['1562905227778732034'],"Day 342 of Taliban’s ban on girls’ secondary education. 🇦🇫

A year long ban on girls' education is sheer evidence of the fact that TALIBAN are the worst and the most oppressive regime of the world.
#LetAfghanGirlsLearn",,day taliban ban girl secondary education year long ban girls' education sheer evidence fact taliban worst oppressive regime world
