id,created_at,edit_history_tweet_ids,text,clean_text
1.564994246125523e+18,2022-08-31 15:11:19+00:00,['1564994246125522945'],@NickCorston @Pandora45553807 @MrEFinch @ty_goddard @grahamandre @DarrellWakelam @chrisdysonHT @dsheadexec @RachelOrr @CreativityMrs @heretakis I’ve bought some to bring home (my grinder doesn’t do fine enough) and am frantically looking for a pot to buy!  Love it.,ive bought bring home grinder doesnt fine enough frantically looking pot buy love
1.564909652650885e+18,2022-08-31 09:35:10+00:00,['1564909652650885120'],@NickCorston @MrEFinch @ty_goddard @grahamandre @DarrellWakelam @chrisdysonHT @dsheadexec @RachelOrr @Pandora45553807 @CreativityMrs @heretakis Love it. Biscuits too?  She’s a keeper.,love biscuit shes keeper
1.564567650197508e+18,2022-08-30 10:56:10+00:00,['1564567650197508098'],@NickCorston @MrEFinch @ty_goddard @grahamandre I’m on the Greek coffee at the moment https://t.co/i13hw7hUx0,im greek coffee moment
1.5638166856977367e+18,2022-08-28 09:12:06+00:00,['1563816685697736704'],@Craftie2004 @ChemCommando You think your life is bad. I’m struggling to find a genuine fake Barça shirt for the youngest 🤣🤣,think life bad im struggling find genuine fake bara shirt youngest
1.5623977074231624e+18,2022-08-24 11:13:36+00:00,['1562397707423162368'],"@rayh1 @SteveChalke I think my guiding principle here is that it should be a capital programme from the DfE, not down to busy HTs to “raise the funds”. 

I’ve been involved with this in 2 separate schools with 2 different funding options. It all takes precious time to sort.",think guiding principle capital programme dfe busy hts raise fund ive involved separate school different funding option take precious time sort
1.5623632242590228e+18,2022-08-24 08:56:34+00:00,['1562363224259022849'],"@sophielouisecc Erm, firearms are legal in Britain. They are just regulated. 

Research matters.",erm firearm legal britain regulated research matter
1.562337135126102e+18,2022-08-24 07:12:54+00:00,['1562337135126102016'],"@Clive_Hill I’ve never worked in any industry that tries to destroy itself the way some teachers go about things. 

Ultimately though, most teachers aren’t on Twitter so are blissfully unaware of what the “grown ups” are on about. 

They just get on with the job.",ive never worked industry try destroy way teacher go thing ultimately though teacher arent twitter blissfully unaware grown ups get job
1.5623363198624563e+18,2022-08-24 07:09:40+00:00,['1562336319862456320'],"@8bitteacher Good lord, there’s something to aspire to!  Takes all sorts I suppose.",good lord something aspire take sort suppose
1.562335919188988e+18,2022-08-24 07:08:04+00:00,['1562335919188987905'],"Alexa, show me somebody who has never spoken to a school leader AND doesn’t understand how school finding works. https://t.co/VAExFfibQp",alexa show somebody ha never spoken school leader doesnt understand school finding work
1.5621696190199562e+18,2022-08-23 20:07:15+00:00,['1562169619019956225'],@Missy_E36 @ExecSuperHead Just showing off now. I’d probably get standard lenses free but my eyes are quite messed up!  That’s just the mid level vari too - they could be even more expensive.,showing id probably get standard lens free eye quite messed thats mid level vari could even expensive
1.562167978229207e+18,2022-08-23 20:00:44+00:00,['1562167978229207042'],@ExecSuperHead @Missy_E36 £500 for my varifocals. It’s the lenses that kill.,varifocals lens kill
1.562167387012665e+18,2022-08-23 19:58:23+00:00,['1562167387012665344'],"My 13 yo has been playing with @Procreate and has come up with this little tribute to you both.

@englandlioness @ellsbells89 @JillScottJS8 https://t.co/xg2s834Nnv",yo ha playing ha come little tribute
1.5620834170717962e+18,2022-08-23 14:24:43+00:00,['1562083417071796224'],"@rayh1 @SteveChalke It’s a nice idea but it’s either funded from a loan, repaid from the energy savings, or from capital funding that should really be used for, *checks notes*, educating children.",nice idea either funded loan repaid energy saving capital funding really used check note educating child
1.5620829260404326e+18,2022-08-23 14:22:46+00:00,['1562082926040432640'],@SteveChalke Do you have any proof of the schools that are talking about it or do you just like to regurgitate stories from the Daily Mail?,proof school talking like regurgitate story daily mail
1.561702972958118e+18,2022-08-22 13:12:58+00:00,['1561702972958117893'],@geordiecat2012 @AlanDapre That is the shower gel of winners!,shower gel winner
1.5617025146004316e+18,2022-08-22 13:11:09+00:00,['1561702514600431616'],"@miss_scw I had the same with my boiler cover last week. They tried to put it up £100 a year, ended up with a renewal cheaper than last year.",boiler cover last week tried put year ended renewal cheaper last year
1.5616991757624812e+18,2022-08-22 12:57:53+00:00,['1561699175762481153'],@HYWEL_ROBERTS @CrownHousePub @itPressUK @ITLWorldwide @edsouthall @grahamandre @lisa_stephenso @debrakidd @Jobaker9 @LouiseClazey @pdLouiseP Lots and lots on there to love Hywel. Take a look at Restless Natives too if you haven’t seen it. Fine Scottish cinema noir.,lot lot love hywel take look restless native havent seen fine scottish cinema noir
1.5616759254645228e+18,2022-08-22 11:25:29+00:00,['1561675925464522752'],"@tes It’s not a “normal” results day. They weren’t “normal” exams. But yet again, our young people will suffer at the hands of government policy.",normal result day werent normal exam yet young people suffer hand government policy
1.561606222016553e+18,2022-08-22 06:48:31+00:00,['1561606222016552961'],"My own MP, @annietrev, who has some of England’s most beautiful coastline in her constituency, voted to to allow sewage dumping. #TorySewageParty https://t.co/wp41j29N98",mp ha england beautiful coastline constituency voted allow sewage dumping
1.5613450107291156e+18,2022-08-21 13:30:33+00:00,['1561345010729115649'],It’s tough living round these parts. https://t.co/u9h7GXlaJn,tough living round part
