id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.565094503299498e+18,2022-08-31 21:49:42+00:00,['1565094503299497984'],"@MissBTheECT Sounds interesting, I’m looking into it , thanks", sounds interesting i’m looking into it  thanks,thanks
1.5650909945294725e+18,2022-08-31 21:35:45+00:00,['1565090994529472513'],The future of Amazon rainforest is on the line in Brazil election https://t.co/7jf6sDgetQ via @krishgm,the future of amazon rainforest is on the line in brazil election  via ,future rainforest line election
1.5650860429061407e+18,2022-08-31 21:16:05+00:00,['1565086042906140673'],@groovybrewster @LucyGriff76 Slab of lager 🍺,  slab of lager ,slab lager
1.5650859147575337e+18,2022-08-31 21:15:34+00:00,['1565085914757533705'],@groovybrewster @LucyGriff76 Or a tin of beans 😊,  or a tin of beans ,bean
1.5650812064458056e+18,2022-08-31 20:56:52+00:00,['1565081206445805568'],@LucyGriff76 A door stop to keep their door open to friends., a door stop to keep their door open to friends,door stop door friend
1.5650797764565934e+18,2022-08-31 20:51:11+00:00,['1565079776456593409'],"@MrsThorne I’ve been up there stayed in Beauly, husband proposed there. 😀", i’ve been up there stayed in beauly husband proposed there ,beauly husband
1.5650795761742725e+18,2022-08-31 20:50:23+00:00,['1565079576174272512'],"@TheRestHistory Great live broadcast, great to know your favourite parts of LOTR, mine is when Frodo is captured the door slams shut! Longer episodes are better, as are multiple eps. 👏👏👏", great live broadcast great to know your favourite parts of lotr mine is when frodo is captured the door slams shut longer episodes are better as are multiple eps ,broadcast part lotr mine frodo door episode
1.5650282452543324e+18,2022-08-31 17:26:25+00:00,['1565028245254332417'],"@MrsThorne Very sensible, where are you off to this time? X", very sensible where are you off to this time x,time
1.5649476091181957e+18,2022-08-31 12:05:59+00:00,['1564947609118195714'],@BrightLeadCoach Now mine are older I know they’d love it. Daughter hopes to study Classics at Uni. 😊, now mine are older i know they’d love it daughter hopes to study classics at uni ,classic
1.5649473147199898e+18,2022-08-31 12:04:49+00:00,['1564947314719989761'],@MsWonn That’s fabulous! It’s such a fantastic place. I’ve been there twice this August., that’s fabulous it’s such a fantastic place i’ve been there twice this august,place august
1.564915973156737e+18,2022-08-31 10:00:17+00:00,['1564915973156737024'],"@dcsandbrook @TheRestHistory Fabulous, just what I needed on the very last day of the holidays. School tomorrow.",  fabulous just what i needed on the very last day of the holidays school tomorrow,school tomorrow
1.5649152765205914e+18,2022-08-31 09:57:31+00:00,['1564915276520591360'],@BBCRadio4 The French Lieutenant’s Woman., the french lieutenant’s woman,woman
1.564914593968935e+18,2022-08-31 09:54:48+00:00,['1564914593968934912'],"@C_Hendrick 4 is too young imho, but I know she will love it. Good luck", is too young imho but i know she will love it good luck,imho luck
1.5649109796657644e+18,2022-08-31 09:40:26+00:00,['1564910979665764353'],@Ashmore2013 That’s great news. 😊, that’s great news ,news
1.5649108797742285e+18,2022-08-31 09:40:03+00:00,['1564910879774228481'],"Last view of the lovely YHA hostel, the madness begins tomorrow. https://t.co/9EkLuTlnVw",last view of the lovely yha hostel the madness begins tomorrow ,view hostel madness tomorrow
1.5648927146379223e+18,2022-08-31 08:27:52+00:00,['1564892714637922305'],"@BenOxlade1 That’s hard news, sending all my good thoughts to you.", that’s hard news sending all my good thoughts to you,news thought
1.5648923910054584e+18,2022-08-31 08:26:34+00:00,['1564892391005458433'],@goodreads Yorkshire, yorkshire,yorkshire
