id,created_at,edit_history_tweet_ids,text,clean_text
1.56417182880487e+18,2022-08-29 08:43:19+00:00,['1564171828804870145'],We’re in trouble Postman Pat has turned political and joined the picket line. No sign of the cat ... https://t.co/m7IkhRFRzK,trouble postman pat ha turned political joined picket line sign cat
1.5639771261513236e+18,2022-08-28 19:49:38+00:00,['1563977126151323650'],You charmer .... #Liz4Leader https://t.co/wq42x5SznO,charmer
1.5639709750745907e+18,2022-08-28 19:25:12+00:00,['1563970975074590721'],"North, south, east or west ... home is best 👍🏻🇬🇧 https://t.co/NMMLSterIf",north south east west home best
1.5639587334572196e+18,2022-08-28 18:36:33+00:00,['1563958733457219584'],What the Tory leadership contest feels like ...  https://t.co/FN9nk68X8q,tory leadership contest feel like
1.5639579924747428e+18,2022-08-28 18:33:36+00:00,['1563957992474742785'],@terrygparrott Let’s see what our new PM announces. I am expecting and have no doubt the first thing they do in office will be to address the utility crisis.,let see new pm announces expecting doubt first thing office address utility crisis
1.563917306962772e+18,2022-08-28 15:51:56+00:00,['1563917306962771968'],Things are undeniably tough but on the bright side ... https://t.co/dhCgviNhY4,thing undeniably tough bright side
1.5636175519297044e+18,2022-08-27 20:00:49+00:00,['1563617551929704448'],@Kerner_JR @AirFirstLtd @BBSAirport @BlackbusheAv Pathfinder restaurant 👍🏻🇬🇧,pathfinder restaurant
1.5635812646568673e+18,2022-08-27 17:36:38+00:00,['1563581264656867328'],Much more of this please ... we love you catching criminals 👍🏻🇬🇧 forget the dancing ... https://t.co/8us75sehd7,much please love catching criminal forget dancing
1.5635786192673874e+18,2022-08-27 17:26:07+00:00,['1563578619267387392'],Renewed PPL for another 2 years - thank you @AirFirstLtd 👍🏻🇬🇧 @BBSAirport - great flying club and great airfield https://t.co/3jF96KldPQ,renewed ppl another year thank great flying club great airfield
1.563569368771883e+18,2022-08-27 16:49:21+00:00,['1563569368771883008'],A beautiful thing designed by a loving father ... https://t.co/aN7jjSEeSE,beautiful thing designed loving father
1.5635691001984123e+18,2022-08-27 16:48:17+00:00,['1563569100198412288'],Respect for constituents not just those that voted for her? She is not fit for modern politics. Love is needed not more hate. I’d happily kiss a socialist .. on cheek with consent...  we can disagree but still love / respect each other ♥️ our local Socialists are lovely.👍🏻🇬🇧 https://t.co/uSCBOuX31s,respect constituent voted fit modern politics love needed hate id happily kiss socialist cheek consent disagree still love respect local socialist lovely
1.5634524410181427e+18,2022-08-27 09:04:44+00:00,['1563452441018142720'],Fraudsters are phoning people and pretending to represent government or #OFGEM - beware... especially your elderly relatives and friends https://t.co/gjkaCxjHfu,fraudsters phoning people pretending represent government beware especially elderly relative friend
1.5632919928465203e+18,2022-08-26 22:27:10+00:00,['1563291992846520320'],Useful comparison 👍🏻🇬🇧🇺🇦 #SlavaUkraini https://t.co/FDXgAwEWEe,useful comparison
