id,created_at,edit_history_tweet_ids,text,clean_text
1.5649445308724552e+18,2022-08-31 11:53:46+00:00,['1564944530872455168'],"Listen - to young people , school staff, parents https://t.co/IZ6DRqI850",listen young people school staff parent
1.563728112512385e+18,2022-08-28 03:20:09+00:00,['1563728112512385024'],@CarrieGrant1 @BBCRadioLondon @DavidGrantSays We met Gethin Jones and Dr Ranj at Another Place in Ulleswater.,met gethin jones dr ranj another place ulleswater
1.5627399472785818e+18,2022-08-25 09:53:32+00:00,['1562739947278581765'],Happy Anniversary @JulianEllerby49 - 21 years and counting!,happy anniversary year counting
1.554943673447637e+18,2022-08-03 21:33:55+00:00,['1554943673447636994'],The stuff of dreams https://t.co/lZYzaM4u6q,stuff dream
1.5547274892216648e+18,2022-08-03 07:14:53+00:00,['1554727489221664771'],That looks great. We love zip wires and high ropes too. https://t.co/tdkOT5usZb,look great love zip wire high rope
1.553987099145261e+18,2022-08-01 06:12:50+00:00,['1553987099145261056'],And @DMinghella people will STILL vote for them!  #toriesout #supportLabour https://t.co/NWuj537iB7,people still vote
1.5523763034159718e+18,2022-07-27 19:32:07+00:00,['1552376303415971841'],Legend https://t.co/Kj3BIsT6sN,legend
1.5522090042308076e+18,2022-07-27 08:27:19+00:00,['1552209004230807554'],Very frightening for autistic people and their families @_colleenjohnson @mrsElParker @doctor_oxford https://t.co/6D5yjD1Qba,frightening autistic people family
1.55112001636762e+18,2022-07-24 08:20:04+00:00,['1551120016367620098'],@SimonCalder telling the truth https://t.co/hGucf2GTBG,telling truth
1.549621135775613e+18,2022-07-20 05:04:03+00:00,['1549621135775612928'],1976-school holidays spent at Durnsford Road pool- we lived opposite https://t.co/bgyo9QP3Ne,school holiday spent durnsford road pool lived opposite
1.5479295921066107e+18,2022-07-15 13:02:28+00:00,['1547929592106610688'],#nasenlive2022 @mrsElParker on the Inclusion by Design panel trying to be polite about the SEND Green paper @NEUnion https://t.co/Naj7pXcXJW,inclusion design panel trying polite send green paper
1.5478455911530086e+18,2022-07-15 07:28:41+00:00,['1547845591153008641'],On my way to #nasenlive2022 -@mrsElParker representing the @NEUnion (speech and panel) and we have a stall too- please come along and have a chat to Taj and I and pick up some resources,way representing speech panel stall please come along chat taj pick resource
1.540924635260359e+18,2022-06-26 05:07:16+00:00,['1540924635260358658'],Back to the dark ages …. https://t.co/Xz6e11YHYC,back dark age
1.5376683870018478e+18,2022-06-17 05:28:06+00:00,['1537668387001847808'],@ChildrensComm - A ‘whatever it takes approach’ to get children into school will make anxiety/trauma worse for so many cyp. Do you know that attendance and ‘welfare’ officers are forcing vulnerable cyp from their homes?@teamsquarepeg @cyclingkev @NAHTnews @ASCL_UK @nadhimzahawi,whatever take approach get child school make anxietytrauma worse many cyp know attendance welfare officer forcing vulnerable cyp home
