id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.565079554531664e+18,2022-08-31 20:50:18+00:00,['1565079554531663874'],@cynthguthrie @_MurrayAllan @damilne1 @jolenebuntinguk Oh bless; Jolene blocked me 😂😂😂,oh bless jolene blocked,False
1.565079345718329e+18,2022-08-31 20:49:28+00:00,['1565079345718329345'],@JunusAnna @cynthguthrie @_MurrayAllan @damilne1 @jolenebuntinguk Teachers have a set of behaviour expectations and the boy had every chance to retract his statement; he refused. I would not tolerate someone like that in my class either. There is a time and place for such decisions; that wasn’t It and the boy knew it.,teacher set behaviour expectation boy every chance retract statement refused would tolerate someone like class either time place decision wasnt boy knew,False
1.5650787992131174e+18,2022-08-31 20:47:18+00:00,['1565078799213117440'],"@JimGove @cynthguthrie @_MurrayAllan @damilne1 @jolenebuntinguk The teacher gave him the option to withdraw his comment and he refused. The teacher was right to expect him to leave the class. Given that the boy filmed it, he was doing it entirely deliberately to get a reaction.",teacher gave option withdraw comment refused teacher wa right expect leave class given boy filmed wa entirely deliberately get reaction,False
1.5650783299292078e+18,2022-08-31 20:45:26+00:00,['1565078329929207814'],"@nancyGo51241092 @cynthguthrie @_MurrayAllan @damilne1 @jolenebuntinguk Any student can question what I teach them and I will discuss it rationally. However if someone makes a comment which is derogatory then I will ask them to withdraw it in class, just as that teacher did. Should they become insulting, I will expect them to leave the class.",student question teach discus rationally however someone make comment derogatory ask withdraw class teacher become insulting expect leave class,False
1.5650618684561244e+18,2022-08-31 19:40:01+00:00,['1565061868456124420'],I just signed this open letter on @organisehq asking the new Prime Minister to act on the cost of living crisis. Will you add your name? https://t.co/L2jNTBvbsM,signed open letter asking new prime minister act cost living crisis add name,False
1.5650174069672673e+18,2022-08-31 16:43:21+00:00,['1565017406967267329'],@RPatterson9652 @retroclick1 @annesnelgrove @_MurrayAllan @jolenebuntinguk Freedom of speech is protected. That doesn’t extend to videoing teachers or anyone else.,freedom speech protected doesnt extend videoing teacher anyone else,False
1.5649535348392755e+18,2022-08-31 12:29:32+00:00,['1564953534839275520'],@retroclick1 @annesnelgrove @_MurrayAllan @jolenebuntinguk Ok pedant. It is categorically breaking safeguarding rules to take unauthorised pictures and videos in classrooms,ok pedant categorically breaking safeguarding rule take unauthorised picture video classroom,False
1.5649339431320986e+18,2022-08-31 11:11:41+00:00,['1564933943132098560'],@CrankyFed Impossible to say just one…. The Black Forest #schwarzwald. Feels like my second home.,impossible say one black forest feel like second home,False
1.5649245141227274e+18,2022-08-31 10:34:13+00:00,['1564924514122727424'],@retroclick1 @annesnelgrove @_MurrayAllan @jolenebuntinguk Safeguarding rules are enshrined in law. Suggest you do some research on the Children’s Acts and the Keeping Children Safe in Education documents.,safeguarding rule enshrined law suggest research childrens act keeping child safe education document,False
1.5649238935126344e+18,2022-08-31 10:31:45+00:00,['1564923893512634369'],@daveleif @cynthguthrie @_MurrayAllan @damilne1 @jolenebuntinguk I sincerely doubt he knew he was being filmed,sincerely doubt knew wa filmed,False
1.5649237495053107e+18,2022-08-31 10:31:11+00:00,['1564923749505310722'],@cynthguthrie @_MurrayAllan @damilne1 @jolenebuntinguk He wasn’t forcing beliefs on anyone and was completely correct in what he said. The boy was in the wrong by filming.,wasnt forcing belief anyone wa completely correct said boy wa wrong filming,False
1.564923512351064e+18,2022-08-31 10:30:14+00:00,['1564923512351064064'],@HikingChar @cynthguthrie @damilne1 @_MurrayAllan @jolenebuntinguk Filming in a classroom is against safeguarding policy; it is inherently wrong,filming classroom safeguarding policy inherently wrong,False
1.5649205371173274e+18,2022-08-31 10:18:25+00:00,['1564920537117327360'],"@retroclick1 @annesnelgrove @_MurrayAllan @jolenebuntinguk Irrespective of the law, it is categorically breaking safeguarding rules to take pictures or videos in a classroom.",irrespective law categorically breaking safeguarding rule take picture video classroom,False
1.5649149639568753e+18,2022-08-31 09:56:16+00:00,['1564914963956875264'],Thank you 😊 https://t.co/xBCinXTCmG,thank,False
1.56306738228088e+18,2022-08-26 07:34:38+00:00,['1563067382280880128'],"Hugely powerful thread from @chrischirp in response to #ToryLeadershipFarce comments on scientists. Given a choice, I will trust scientists over politicians every day. https://t.co/jdbdOh3ZZ1",hugely powerful thread response comment scientist given choice trust scientist politician every day,False
1.5627183636334715e+18,2022-08-25 08:27:46+00:00,['1562718363633471488'],@HolstaT Get the boat from Harwich and go to The Hague; lovely centre and loads of history. Amsterdam and everywhere else are easy and cheap train rides away.,get boat harwich go hague lovely centre load history amsterdam everywhere else easy cheap train ride away,False
1.5627170460638413e+18,2022-08-25 08:22:32+00:00,['1562717046063841281'],Incredibly powerful message contained on the link. @mrjamesob one for you? https://t.co/Djgv2pEj5s,incredibly powerful message contained link one,False
1.5620813315084943e+18,2022-08-23 14:16:26+00:00,['1562081331508494338'],@GorettiSimon @mikegalsworthy Very true hence the sadness about leaving in the first place and the degeneration of decent standards of politics and human rights,true hence sadness leaving first place degeneration decent standard politics human right,False
1.5620495419432223e+18,2022-08-23 12:10:06+00:00,['1562049541943222272'],@sophielouisecc It was a mistake to choose the lying buffoon as leader of the #ToryIncompetence party in the first place. Getting rid of him is a step in the right direction. #GeneralElectionNow,wa mistake choose lying buffoon leader party first place getting rid step right direction,False
1.562031349338448e+18,2022-08-23 10:57:49+00:00,['1562031349338447872'],@mikegalsworthy It always was. I posted about this on FB before the referendum explaining why I thought a government with absolutely no checks and balances would be incredibly dangerous. A populist government wants nothing to check its power #ToryBrexitDisaster,always wa posted fb referendum explaining thought government absolutely check balance would incredibly dangerous populist government want nothing check power,False
1.5619995522861875e+18,2022-08-23 08:51:28+00:00,['1561999552286187520'],"@KevinPascoe @Cedar50 I think your maths is somewhat wrong, (£7k per term x2 is not £126k but £42k. I agree with your other points though. https://t.co/7qTZ7n624m",think math somewhat wrong k per term x k k agree point though,False
1.5619962081215447e+18,2022-08-23 08:38:11+00:00,['1561996208121544704'],@DianaYo93072168 @KevinPascoe @LeftUnityParty And many of them are politicians of different parties,many politician different party,False
1.5619960286765548e+18,2022-08-23 08:37:28+00:00,['1561996028676554752'],"@pete3291 @KevinPascoe @mflack66 Andrew in the falklands war; William search and rescue pilot; Harry army tours. That being said, I agree with you.",andrew falklands war william search rescue pilot harry army tour said agree,False
1.5618051157906885e+18,2022-08-22 19:58:51+00:00,['1561805115790688257'],"@JGerrings Oh look it’s another #parodyaccount , it’s the only explanation for sometime to type something so utterly ludicrous",oh look another explanation sometime type something utterly ludicrous,False
1.5618047806657083e+18,2022-08-22 19:57:31+00:00,['1561804780665708546'],So fed up with #ToryChaos  but there is distraction available… #HouseoftheDragon,fed distraction available,False
1.5617708059099382e+18,2022-08-22 17:42:31+00:00,['1561770805909938179'],I've added my name to @GoodLawProject's petition telling @Ofgem they need to do more to protect customers as energy prices soar. Will you add yours too? https://t.co/OuWDhtENiu,i've added name 's petition telling need protect customer energy price soar add,False
1.561770410621997e+18,2022-08-22 17:40:56+00:00,['1561770410621997056'],Tories are scared of people who insist the government follows the law. #torysleaze #ToryCriminals #ToryCorruption #ToryBritain https://t.co/ibxJiKYGPR,tory scared people insist government follows law,False
1.5613727856409846e+18,2022-08-21 15:20:55+00:00,['1561372785640984577'],@tuba_col @bmay Replace him with? I’m struggling to think of anyone better right now. I know various people have their favourites but nobody in labour really stands out,replace im struggling think anyone better right know various people favourite nobody labour really stand,False
1.5599247638580306e+18,2022-08-17 15:27:00+00:00,['1559924763858030593'],"If you think that workers should get to keep their tips, sign the petition via @organisehq here ✏️ https://t.co/xUcDcCjhmE",think worker get keep tip sign petition via,False
1.558904077022552e+18,2022-08-14 19:51:09+00:00,['1558904077022552064'],Buy A New RNLI Hovercraft - The Flying Farage https://t.co/61pk9ojMKC,buy new rnli hovercraft flying farage,False
1.5570585865131295e+18,2022-08-09 17:37:50+00:00,['1557058586513129472'],@CallForCongress Actually not true. Soviet communism housed everyone. That is a very long way from being democratic socialism,actually true soviet communism housed everyone long way democratic socialism,False
1.5570567330543944e+18,2022-08-09 17:30:28+00:00,['1557056733054394370'],"@SbellsDell @sleepysilvery @Americanaudio55 @RhonddaBryant Brilliant campaigner, excellent speaker, principled career politician. Sadly utterly useless at opposing the far right rhetoric of the tories and their media leading to election loss.",brilliant campaigner excellent speaker principled career politician sadly utterly useless opposing far right rhetoric tory medium leading election loss,False
1.5569360952118477e+18,2022-08-09 09:31:06+00:00,['1556936095211847681'],Love this! https://t.co/WtQXtxhRZL,love,False
1.556935786142081e+18,2022-08-09 09:29:52+00:00,['1556935786142081024'],"@sam_lister_ For political editor, read ‘government mouthpiece’.  #ThoughtsAndPrayers #torypropaganda",political editor read government mouthpiece,False
1.5569346033021338e+18,2022-08-09 09:25:10+00:00,['1556934603302133761'],@ofgem has a lot of questions to answer here. #ToryChaos #EnergyCrisis https://t.co/7OcoJ6kAQG,ha lot question answer,False
1.5565562951337083e+18,2022-08-08 08:21:54+00:00,['1556556295133708294'],https://t.co/9MqKE0rrwR,,False
1.5561932259872197e+18,2022-08-07 08:19:12+00:00,['1556193225987219461'],I just signed this petition via @organisehq to force companies to put customer care before profit. Can you sign too? https://t.co/MpbZkSVZmQ,signed petition via force company put customer care profit sign,False
1.5559780278167183e+18,2022-08-06 18:04:05+00:00,['1555978027816718337'],@gryffgroff @PaoliMichele @Mike_Fabricant @tomhfh @GBNEWS The fact that anyone in his constituency actually thinks hairdo is working for anyone other than himself beggars belief.,fact anyone constituency actually think hairdo working anyone beggar belief,False
1.5558933153499054e+18,2022-08-06 12:27:28+00:00,['1555893315349905408'],@johnestevens And your point? Apart from pandering to your witless readers obviously. #ToryBrexitDisaster #nastyparty https://t.co/JXzTYcCDol,point apart pandering witless reader obviously,False
1.555462411418755e+18,2022-08-05 07:55:12+00:00,['1555462411418755074'],Please #retweet widely. #ToryLeadershipFarce #ToryLies https://t.co/UNhM14ufhZ,please widely,False
1.555436156321661e+18,2022-08-05 06:10:52+00:00,['1555436156321660929'],"@Jacob_Rees_Mogg You going to give yourself in then? You are responsible for the biggest fraud in the uk, namely brexit. Not to mention hiding your millions offshore and protecting your cronies who do likewise. #ToryCriminals #ToryBrexitDisaster",going give responsible biggest fraud uk namely brexit mention hiding million offshore protecting crony likewise,False
1.5552347500419154e+18,2022-08-04 16:50:33+00:00,['1555234750041915394'],"I've just signed the @GoodLawProject petition asking @Ofgem to do more to deal with soaring energy prices.
 https://t.co/OuWDhtENiu",i've signed petition asking deal soaring energy price,False
1.554944454930432e+18,2022-08-03 21:37:02+00:00,['1554944454930432003'],@NileGardiner How dare you? #Gaslighting Woke agenda in schools? You’re a teacher then? Utter nonsense.,dare woke agenda school youre teacher utter nonsense,False
1.554823666524754e+18,2022-08-03 13:37:03+00:00,['1554823666524753921'],@Saif_islam7865 @Richie9299 I honestly couldn’t vote for either of them,honestly couldnt vote either,False
1.5541964005561057e+18,2022-08-01 20:04:32+00:00,['1554196400556105730'],"@WasiqUK Utterly racist; however the whole leave campaign was based around xenophobia so it’s not surprising that the ardent gammons post racist stuff. We saw it all through the campaign. Much as I dislike Sunak I dispise Truss, but she’ll get the vote",utterly racist however whole leave campaign wa based around xenophobia surprising ardent gammon post racist stuff saw campaign much dislike sunak dispise truss shell get vote,False
1.5539782509924352e+18,2022-08-01 05:37:41+00:00,['1553978250992435200'],@KevStringer1 @UKLabour @Keir_Starmer It’s your choice to be marginalised and snipe from the sidelines. I have voted tactically wherever I’ve been to #GTTO; sometimes #LibDems and sometimes #LabourParty. That’s my decision and you have to make yours,choice marginalised snipe sideline voted tactically wherever ive sometimes sometimes thats decision make,False
1.553668875954389e+18,2022-07-31 09:08:20+00:00,['1553668875954388992'],@kevinhollinrake @jacquep @trussliz Oh wait… those figures coincided with your idiotic brexit. Gosh; I wonder if the two are connected #ToryLeadershipFarce #ToryCostOfLivingCrisis,oh wait figure coincided idiotic brexit gosh wonder two connected,False
1.5536294294731858e+18,2022-07-31 06:31:35+00:00,['1553629429473185792'],@RishiSunak Thing I love about politicians is that you can lie without even thinking we don’t notice (maybe some sarcasm here). #ToryLies https://t.co/a5wl3uv5c7,thing love politician lie without even thinking dont notice maybe sarcasm,False
1.5536277512524595e+18,2022-07-31 06:24:55+00:00,['1553627751252459526'],@BrandonLewis @trussliz Are you lot idiots? You know that we know you’re lying??? https://t.co/N6GnCfTD77,lot idiot know know youre lying,False
1.5519807878636216e+18,2022-07-26 17:20:28+00:00,['1551980787863621632'],@trussliz @RishiSunak this unpleasant member of government just explained why there are delays at the ports #torylies #ToryBrexitDisaster https://t.co/Du7oxHfUKh,unpleasant member government explained delay port,False
1.5519767829071954e+18,2022-07-26 17:04:34+00:00,['1551976782907195393'],"@RishiSunak @liztruss both lied on TV. I know that lie is demanded by the #ERG loonies and appeals to your xenophobic supporters, but please tell the truth https://t.co/oVc3nurhzg",lied tv know lie demanded loony appeal xenophobic supporter please tell truth,False
