Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
1,1.5645076647044874e+18,2022-08-30 06:57:49+00:00,['1564507664704487425'],An amazing story from such a dark time https://t.co/iPiwsBhSPI,an amazing story from such a dark time ,True,False
2,1.5642766557529907e+18,2022-08-29 15:39:52+00:00,['1564276655752990725'],@ledredman @ALDC @DoreJayne I think they have already been banned - after a private members bill from @vickyford ?,   i think they have already been banned  after a private members bill from  ,True,False
4,1.5638963579870085e+18,2022-08-28 14:28:42+00:00,['1563896357987008512'],@smolrobots The thing is the savings start to look quite good. £28 on an old fuel bill would have been good. But against the new bills? Peanuts, the thing is the savings start to look quite good £28 on an old fuel bill would have been good but against the new bills peanuts,True,False
5,1.5638881213091922e+18,2022-08-28 13:55:58+00:00,['1563888121309192193'],Horrible situation caused by AQA https://t.co/wwmsXYX7vx,horrible situation caused by aqa ,True,False
6,1.563833810533466e+18,2022-08-28 10:20:09+00:00,['1563833810533466112'],@MathsNot With the bonus of coursework in English to make extra sure., with the bonus of coursework in english to make extra sure,True,False
7,1.563609212349223e+18,2022-08-27 19:27:41+00:00,['1563609212349222912'],"@Read_Learn_Lead I did learn how to chop and onion and slice a tomato though. And I've often made apple crumble. I think we did a lot ,but in early 80s Scotland...let's say the Mediterranean diet had not yet been embraced", i did learn how to chop and onion and slice a tomato though and ive often made apple crumble i think we did a lot but in early 80s scotlandlets say the mediterranean diet had not yet been embraced,True,False
8,1.563605865172988e+18,2022-08-27 19:14:23+00:00,['1563605865172987905'],@Read_Learn_Lead I forgot scones and curried mince, i forgot scones and curried mince,True,False
9,1.5635965534194647e+18,2022-08-27 18:37:23+00:00,['1563596553419464704'],"Cheese sauce on boiled eggs. Pastry - 3 or 4 types. Victoria Sponge. Scotch egg. Sausage rolls...What were you taught to cook in Home economics at school , if you were? It is a miracle I'm still alive",cheese sauce on boiled eggs pastry  3 or 4 types victoria sponge scotch egg sausage rollswhat were you taught to cook in home economics at school  if you were it is a miracle im still alive,True,False
10,1.5635914048062917e+18,2022-08-27 18:16:55+00:00,['1563591404806291457'],@sezl @Xris32 Love it,  love it,True,False
11,1.5635818086710927e+18,2022-08-27 17:38:47+00:00,['1563581808671092737'],@sezl @Xris32 I haven't eaten mackerel for ages due to the lingering smell in the kitchen. But maybe it is time.,  i havent eaten mackerel for ages due to the lingering smell in the kitchen but maybe it is time,True,False
