id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.552677992643584e+18,2022-07-28 15:30:55+00:00,['1552677992643584001'],Get ‘em told Mick https://t.co/JhZqRKftTA,get told mick,True,mick 
1.5523767283198894e+18,2022-07-27 19:33:48+00:00,['1552376728319889409'],Oh get fucked Starmer https://t.co/SKXOCy9iQy,get fucked starmer,True,starmer 
1.5490505917115963e+18,2022-07-18 15:16:55+00:00,['1549050591711596544'],@_RobbieMoore have you stopped backing liars? Or are you still in the Tory party? https://t.co/B53sjnm9tX,stopped backing liar still tory party,True,liar party 
1.5468753143783137e+18,2022-07-12 15:13:09+00:00,['1546875314378313730'],@ITVNewsPolitics @carldinnen Disgusting lies. Printing them correction free is complicity.,disgusting lie printing correction free complicity,True,lie correction complicity 
1.54687395938748e+18,2022-07-12 15:07:46+00:00,['1546873959387480065'],@RoryStewartUK @RestIsPolitics Nah this ain’t it. Diversity is representing the array of people in the country. None of this lot represent the people. They represent themselves. I certainly don’t feel represented here because all of them would harm me and people I love.,nah aint diversity representing array people country none lot represent people represent certainly dont feel represented would harm people love,True,aint diversity country none lot feel 
1.546873171332268e+18,2022-07-12 15:04:38+00:00,['1546873171332268033'],"@Stypi18 @PennyMordaunt @_RobbieMoore @FairFuelUK So you think they’re holding the country to ransom and we’re beholden to oil oligarchs then. In which case they need sorting out, don’t they.",think theyre holding country ransom beholden oil oligarch case need sorting dont,True,country oil oligarch case dont 
1.546389274911703e+18,2022-07-11 07:01:48+00:00,['1546389274911703040'],@_RobbieMoore your contempt for the people in this country is clear https://t.co/i7jJ0uCZc7,contempt people country clear,True,country 
1.5463887110547415e+18,2022-07-11 06:59:33+00:00,['1546388711054741504'],@PennyMordaunt @_RobbieMoore @FairFuelUK Tackle the massive companies profits or you’re not even remotely thinking big enough. You know we need more than these paltry crumbs to survive so why don’t you think we deserve better?,tackle massive company profit youre even remotely thinking big enough know need paltry crumb survive dont think deserve better,True,company profit youre crumb dont 
1.5463866197370348e+18,2022-07-11 06:51:15+00:00,['1546386619737034752'],"@jessphillips Where did you find some hope? Anyone I know who isn’t likely to benefit from what the oligarchs funding the right wing newspapers want, is terrified. Out of interest, where do you stand when the extreme right party in government and their oligarch enablers get what they want?",find hope anyone know isnt likely benefit oligarch funding right wing newspaper want terrified interest stand extreme right party government oligarch enablers get want,True,hope anyone benefit oligarch funding newspaper interest stand party government oligarch 
1.5463861326734705e+18,2022-07-11 06:49:19+00:00,['1546386132673470465'],@PennyMordaunt So you acknowledge your party have damaged the economy. Great. Did you vote against them? Did you publicly demand an alternative?,acknowledge party damaged economy great vote publicly demand alternative,True,acknowledge party economy vote demand 
1.5463846482295562e+18,2022-07-11 06:43:25+00:00,['1546384648229556224'],@_RobbieMoore @PennyMordaunt @Conservatives Attract young voters? Who’ve lived half their lives or more in the dystopian hellscape your party deliberately cultivated? Absolutely jog on. If there is any justice in the world the Tories won’t have a single MP at the next GE. Shambolic self serving wrecking balls.,attract young voter whove lived half life dystopian hellscape party deliberately cultivated absolutely jog justice world tory wont single next shambolic self serving wrecking ball,True,attract voter life hellscape party justice world tory self ball 
1.546383273294762e+18,2022-07-11 06:37:57+00:00,['1546383273294761984'],"@_RobbieMoore @PennyMordaunt @Conservatives With your record of standing by lies, have you stopped backing party lines while knowing they will cause harm yet?",record standing lie stopped backing party line knowing cause harm yet,True,record lie party line cause harm 
1.5456556833072128e+18,2022-07-09 06:26:46+00:00,['1545655683307212800'],"With even @MoneySavingExp stressed, it’s clear #RishiSunak has failed to protect the British people from the Tory #CostOfLivingCrisis",even stressed clear failed protect british people tory,True,
1.540740631252947e+18,2022-06-25 16:56:06+00:00,['1540740631252946944'],@NadineDorries @DCMS @nadhimzahawi I’m a teacher and I can categorically state that education has progressively worsened under Tory governance,teacher categorically state education progressively worsened tory governance,True,state education governance 
1.5406224218326548e+18,2022-06-25 09:06:23+00:00,['1540622421832654848'],@RMTunion How to get blocked by Piers Morgan #supportthestrikes #RMTsolidarity https://t.co/3MVYy2f4cR,get blocked pier morgan,True,
1.5406207222838725e+18,2022-06-25 08:59:38+00:00,['1540620722283872256'],Sharing #micklynch memes I found on Facebook for your viewing pleasure #supportthestrikes #RMTsolidarity https://t.co/loO60Khtv7,sharing meme found facebook viewing pleasure,True,meme pleasure 
1.5406195524380754e+18,2022-06-25 08:54:59+00:00,['1540619552438075392'],"Today, this is a Mick Lynch fan account. #SupportTheStrike #RMTstrikes #CostOfLivingCrisis #supporttheworkers https://t.co/KuUbmgnjQY",today mick lynch fan account,True,today lynch fan account 
1.5406169540289536e+18,2022-06-25 08:44:39+00:00,['1540616954028953600'],"Mick Lynch in a room full of Tories and Tory enablers: “ahh excellent, a warm up” https://t.co/yPmb2G0RAs",mick lynch room full tory tory enablers ahh excellent warm,True,mick lynch room tory tory warm 
1.540226267143979e+18,2022-06-24 06:52:12+00:00,['1540226267143979008'],@_RobbieMoore @Conservatives @cllrnadeemahmed @ToryCanvass Gosh I can’t imagine being proud to be associated with your policies 😬,gosh cant imagine proud associated policy,True,gosh imagine proud policy 
1.5364058475465073e+18,2022-06-13 17:51:13+00:00,['1536405847546507266'],@PhilipDaviesUK I would like you to comment on how the home office under your government allowed this. You are associated with this because of the home office. How vile. https://t.co/2BmzF4R09m,would like comment home office government allowed associated home office vile,True,comment home office government home office vile 
1.536405295081083e+18,2022-06-13 17:49:02+00:00,['1536405295081082883'],@_RobbieMoore this must make you very angry at your party? https://t.co/2BmzF4R09m,must make angry party,True,party 
1.536404089176826e+18,2022-06-13 17:44:14+00:00,['1536404089176825857'],@RachelReevesMP You promised re nationalisation. Why don’t you think we deserve to own our own industries,promised nationalisation dont think deserve industry,True,nationalisation dont deserve industry 
1.536391821173072e+18,2022-06-13 16:55:29+00:00,['1536391821173071873'],"@ModalityGP receiving a text message saying “your test results were normal” was not helpful. I am on a lot of medication specifically because they aren’t normal so I need to know data to gauge how my medication is working. It’s information about me, surely I should have it?",receiving text message saying test result normal helpful lot medication specifically arent normal need know data gauge medication working information surely,True,message result lot medication need medication information 
1.536276209981612e+18,2022-06-13 09:16:05+00:00,['1536276209981612032'],@ModalityGP been trying to call holycroft surgery this morning and every time it says “the call transfer failed”. I need my blood test results!,trying call holycroft surgery morning every time say call transfer failed need blood test result,True,call surgery morning time call transfer test result 
1.5352768260540826e+18,2022-06-10 15:04:54+00:00,['1535276826054082561'],@_RobbieMoore are you embarrassed to be associated with this level of prideful ignorance and arrogance? https://t.co/LcEKI48Av0,embarrassed associated level prideful ignorance arrogance,True,level ignorance arrogance 
1.5347910021412168e+18,2022-06-09 06:54:24+00:00,['1534791002141216768'],"@keighleybus Just letting you know that moving the K7 to stop D in the morning leaves this gap with the small buses. I struggled with a pram, a wheelchair user might not be able to access the bus. https://t.co/RMyXhyGygD",letting know moving stop morning leaf gap small bus struggled pram wheelchair user might able access bus,True,morning leaf gap bus wheelchair user access bus 
1.534416860653015e+18,2022-06-08 06:07:42+00:00,['1534416860653015042'],@JeremyVineOn5 @Bren4Bassetlaw @theJeremyVine We’re supposed to like the party who caused us personal tragedy? Step on a Lego.,supposed like party caused personal tragedy step lego,True,party step lego 
1.5344142969476055e+18,2022-06-08 05:57:31+00:00,['1534414296947605507'],"Matthew @McConaughey speaking about common sense safety is a white male gun owner, the only sort of person the right care about, using that privilege for decency and well done to him for that. That they’re immediately attacking him shows that it’s not about safety, but control.",matthew speaking common sense safety white male gun owner sort person right care using privilege decency well done theyre immediately attacking show safety control,True,matthew sense safety gun owner sort person care privilege decency theyre show safety control 
