id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.5646309970014618e+18,2022-08-30 15:07:53+00:00,['1564630997001461761'],"@welshgoldigger Thank you, Ruth 🥰",thank ruth,False
1.5646308114287493e+18,2022-08-30 15:07:09+00:00,['1564630811428749314'],"@AlanGib99922971 Thanks, Alan 😊",thanks alan,False
1.5646175574112584e+18,2022-08-30 14:14:29+00:00,['1564617557411258377'],"@profgrump Thank you, AP 🥰",thank ap,False
1.5645014375429816e+18,2022-08-30 06:33:04+00:00,['1564501437542981633'],"@coffeepondering Wow, that page is a mess.",wow page mess,False
1.564477382731436e+18,2022-08-30 04:57:29+00:00,['1564477382731436033'],This is adorable 😍 totally impractical but super cute nonetheless 🥰 #PlayStation https://t.co/Fw204FivpT,adorable totally impractical super cute nonetheless,False
1.564153681636991e+18,2022-08-29 07:31:12+00:00,['1564153681636990976'],"@ohohorganic @UnitedSpaceCats Aww, so sorry about your loss. 😞 Yes, the colour of the points looks the same going by the photo so Mr. Cat is probably also a fawn lynx. Mine is also a forever-kitten. So cute. 😊",aww sorry loss yes colour point look going photo mr cat probably also fawn lynx mine also foreverkitten cute,False
1.564140231103742e+18,2022-08-29 06:37:46+00:00,['1564140231103741954'],@ohohorganic @UnitedSpaceCats Yes he's a fawn lynx point. Yours? 🙂,yes he's fawn lynx point,False
1.5640390278708183e+18,2022-08-28 23:55:37+00:00,['1564039027870818312'],"@ohohorganic @UnitedSpaceCats That's him indeed! 😍 Incredible, eh? 😁",that's indeed incredible eh,False
1.564000984933843e+18,2022-08-28 21:24:27+00:00,['1564000984933842955'],@ohohorganic @UnitedSpaceCats Adorable! Looks like my Humphrey. 🥰,adorable look like humphrey,False
1.5639116938136617e+18,2022-08-28 15:29:38+00:00,['1563911693813661697'],"@tiffy201 It was, thank you, lovely 💜💜",wa thank lovely,False
1.5639115472562913e+18,2022-08-28 15:29:03+00:00,['1563911547256291329'],@woodymumster @MelWhittaker5 I bet they do!!!! 😆😂😂😂😂 https://t.co/t0fZXF9c5t,bet,False
1.563911381988135e+18,2022-08-28 15:28:24+00:00,['1563911381988134912'],"@MelWhittaker5 Aww, cheers, love 🥰 We had a lovely time, and the people at the cafe were fabulous 😁❤️😘 xx",aww cheer love lovely time people cafe fabulous xx,False
1.563903003748434e+18,2022-08-28 14:55:06+00:00,['1563903003748433920'],"@tiffy201 It was a grand time! She was in absolute heaven because they had hundreds of games to choose from that she couldn't bring over from the US. She even spoke to them on the phone first to ensure they had them available before we went. 😆😂 Yes, she's gone back now. 💜💜",wa grand time wa absolute heaven hundred game choose bring u even spoke phone first ensure available went yes gone back,False
1.5639011388602286e+18,2022-08-28 14:47:42+00:00,['1563901138860228609'],"@tiffy201 Aww, thank you, my fabulous friend ☺️🥰❤️ it was great! This pic is from an afternoon we spent together in a board game cafe near my home. We had a brilliant time! 😁💜💜",aww thank fabulous friend wa great pic afternoon spent together board game cafe near home brilliant time,False
1.5638980526074143e+18,2022-08-28 14:35:26+00:00,['1563898052607414272'],"@MelWhittaker5 You're too sweet, gorgeous 😁 thank you! That's from when my mum &amp; I were at the board game cafe near me for the afternoon 🥰 xx",sweet gorgeous thank that's mum amp board game cafe near afternoon xx,False
1.5638685820685025e+18,2022-08-28 12:38:19+00:00,['1563868582068502532'],"@Tizzie97 Aww, thank you, my sweet friend 🥰",aww thank sweet friend,False
1.5638593260869222e+18,2022-08-28 12:01:33+00:00,['1563859326086922240'],"@fufudevine Aww, thank you, that's very kind 🥰 x",aww thank that's kind x,False
1.5638588937757243e+18,2022-08-28 11:59:50+00:00,['1563858893775724544'],"@MarkDaviesUK Thank you, Mark ☺️ x",thank mark x,False
1.5638588190249124e+18,2022-08-28 11:59:32+00:00,['1563858819024912384'],"@JohnIng32664667 Thank you, John 😊",thank john,False
1.563858681032282e+18,2022-08-28 11:58:59+00:00,['1563858681032282113'],"@Dellboy29670181 Thanks, mate 😊🥰👍",thanks mate,False
1.5638517051917312e+18,2022-08-28 11:31:16+00:00,['1563851705191731200'],"@ElizabethLaud12 Hiya, Liz 😁😆😂 xx",hiya liz xx,False
1.5638515317237023e+18,2022-08-28 11:30:34+00:00,['1563851531723702272'],"@JohnIng32664667 Sorry to hear people in your family are still testing positive, John, but I'm glad you're all being as careful as you can be. 😊 Hopefully everyone will be healthy again soon. 💜",sorry hear people family still testing positive john i'm glad careful hopefully everyone healthy soon,False
1.5638324359258112e+18,2022-08-28 10:14:41+00:00,['1563832435925811200'],"@JohnIng32664667 Oh no, I'm really sorry to hear about your family testing positive! 😩 glad you are staying healthy though. How are they all doing? Getting better? Yeah, the hot weather spells have been rough. I hope they are over for the summer. Unfortunately they are going to be more common.😩",oh i'm really sorry hear family testing positive glad staying healthy though getting better yeah hot weather spell rough hope summer unfortunately going common,False
1.563832058992071e+18,2022-08-28 10:13:12+00:00,['1563832058992070656'],@MelWhittaker5 Anytime 🙂💜💜💜💜💜 https://t.co/zF6uQjgtbJ,anytime,False
1.563830195261522e+18,2022-08-28 10:05:47+00:00,['1563830195261521920'],"@JohnIng32664667 Hi John 😊 aye, it's been quite a busy summer! How have you been keeping, well I hope?",hi john aye quite busy summer keeping well hope,False
1.563829843439063e+18,2022-08-28 10:04:23+00:00,['1563829843439063041'],@dawnsmith07 Excellent!! 😁 mine's in my bedroom so I start &amp; end my day seeing it 😂,excellent mine's bedroom start amp end day seeing,False
1.5638282488820695e+18,2022-08-28 09:58:03+00:00,['1563828248882069505'],"How is underwater chess a thing that exists in reality? Howwww??? 🤯😆😂😂 

https://t.co/vY2lykzqyL",underwater chess thing exists reality howwww,False
1.563826836550951e+18,2022-08-28 09:52:26+00:00,['1563826836550950912'],@tyhebenw That sounds fantastic 😆😁😂,sound fantastic,False
