id,created_at,edit_history_tweet_ids,text,clean_text
1.5646786538663483e+18,2022-08-30 18:17:16+00:00,['1564678653866348545'],@BuggySwires Amen.,amen
1.564678399603376e+18,2022-08-30 18:16:15+00:00,['1564678399603376128'],@BuggySwires Sounds quite nice. 🙂,sound quite nice
1.5643281491224863e+18,2022-08-29 19:04:29+00:00,['1564328149122486272'],@lesfisher6 I wasn’t expecting it… but there it was. #lovelywife,wasnt expecting wa
1.5643034764899492e+18,2022-08-29 17:26:26+00:00,['1564303476489949189'],@eddsirr A good motto to live your life by. 🙂,good motto live life
1.5642952918635315e+18,2022-08-29 16:53:55+00:00,['1564295291863531521'],@eddsirr You don’t need to ask. #custard 🙂,dont need ask
1.5642939863696384e+18,2022-08-29 16:48:44+00:00,['1564293986369638403'],I’ve just had a roast and a treacle sponge. And I’m JUST RESTING MY EYES.,ive roast treacle sponge im resting eye
1.564203649525506e+18,2022-08-29 10:49:46+00:00,['1564203649525506048'],"@RobGoffee That’s me. I’m all like “Nah, nah… I’m not going… I can ride this out…
Oh okay I’m going.” #wee",thats im like nah nah im going ride oh okay im going
1.5641768743429612e+18,2022-08-29 09:03:22+00:00,['1564176874342961152'],@RobGoffee You are on the button with this Rob. It’s what we all want to know.,button rob want know
1.5639639499593236e+18,2022-08-28 18:57:17+00:00,['1563963949959323650'],@Ingenious76 Fab. Sequel is brilliant too. 🙂,fab sequel brilliant
1.5639530521466675e+18,2022-08-28 18:13:59+00:00,['1563953052146667525'],@Leeslie2 Yes! 🙂,yes
1.5637964512259113e+18,2022-08-28 07:51:42+00:00,['1563796451225911296'],@Matt_Mark2 Scotch egg if they’ve got any. Don’t worry though.,scotch egg theyve got dont worry though
1.562808221114311e+18,2022-08-25 14:24:50+00:00,['1562808221114310657'],@f33lthesun We were meant to be together. 🙂,meant together
1.5627158833985004e+18,2022-08-25 08:17:55+00:00,['1562715883398500353'],Reader. I finished them. #crumpets,reader finished
1.562517025855275e+18,2022-08-24 19:07:43+00:00,['1562517025855275014'],Might have a crumpet in a bit. #ortwo,might crumpet bit
