id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.5650203858249687e+18,2022-08-31 16:55:11+00:00,['1565020385824968711'],Do you teach A Level RS? Sign up to our A Level digest for teaching ideas and resources here: @natreupdate @TeamRE_UK https://t.co/jzsAiUrWMH,,do you teach a level rs sign up to our a level digest for teaching ideas and resources here   ,level sign level digest idea resource
1.5650052901221868e+18,2022-08-31 15:55:12+00:00,['1565005290122186754'],"To celebrate our 10th Anniversary, we are looking to support 10 small innovative projects or initiatives with grants of £1,000 each from any organisation whose proposed project is aligned with our objectives Deadline: 22nd Sept 2022 Find out more... https://t.co/dsZlamAnFX https://t.co/W3xE5ZlZih",,to celebrate our anniversary we are looking to support small innovative projects or initiatives with grants of  each from any organisation whose proposed project is aligned with our objectives deadline sept find out more  ,anniversary project initiative grant organisation project objective
1.564928531934634e+18,2022-08-31 10:50:11+00:00,['1564928531934633988'],Check our new online courses... Our 'Introduction to Religion Worldviews' course will keep you up-to-date with what is happening in Religious Education right now Enrol here: https://t.co/2azv5QeUtt https://t.co/7QlGbgdFRm,,check our new online courses our introduction to religion worldviews course will keep you uptodate with what is happening in religious education right now enrol here  ,online introduction worldviews course education
1.5648858299270103e+18,2022-08-31 08:00:30+00:00,['1564885829927010307'],Our summer leadership focus was the RE Quality Mark (REQM) @REQualityMark Check out the resources to help review your provision and possibly apply for your school. Find out more here: https://t.co/P8X2KDOa1G https://t.co/fxKF40kUKK,,our summer leadership focus was the re quality mark reqm  check out the resources to help review your provision and possibly apply for your school find out more here  ,summer leadership focus quality mark reqm check resource provision school
1.564881971154768e+18,2022-08-31 07:45:10+00:00,['1564881971154767874'],Looking for a festivals calendar for teaching current future festivals? Here is our festivals calendar provided by @shapcalendar which includes ideas for lessons further information https://t.co/yJg46ykq84,,looking for a festivals calendar for teaching current future festivals here is our festivals calendar provided by  which includes ideas for lessons further information ,festival calendar future festival festival calendar idea lesson information
1.5645234561962353e+18,2022-08-30 08:00:34+00:00,['1564523456196235265'],"📚Our 3rd summer reading recommendation post is live! 📚 In the final edition we bring you Islamic art, love and monotheism. Access via https://t.co/z5YC0Xz3K2 https://t.co/tqmoowhtuL",,our summer reading recommendation post is live  in the final edition we bring you islamic art love and monotheism access via  ,summer reading recommendation post edition love monotheism access
1.564305679107629e+18,2022-08-29 17:35:11+00:00,['1564305679107629057'],"#REsearchrecommendations Paul Hopkins' work, with teachers, on RE and emergent technologies is introduced through a poster at https://t.co/jOUFOq10Ou and you can then find out more at https://t.co/aAob7OgWBy",, paul hopkins work with teachers on re and emergent technologies is introduced through a poster at  and you can then find out more at ,paul work teacher emergent technology poster
1.563944247472128e+18,2022-08-28 17:38:59+00:00,['1563944247472128001'],PLANNING FOR THE NEW TERM? Check out our resources to support you in your role: Teaching resources https://t.co/TcrX9aFvW8 Subject knowledge essays https://t.co/pmQLC15Otu New to leadership? https://t.co/nrTgWWMIAC RE/R&amp;WV specific CPD https://t.co/NdnwLyFCx9 #TeamRE #RE https://t.co/aTI7dzha3O,,planning for the new term check out our resources to support you in your role teaching resources  subject knowledge essays  new to leadership  rerampwv specific cpd    ,planning term check resource role resource knowledge essay leadership rerampwv
1.5638904525621535e+18,2022-08-28 14:05:14+00:00,['1563890452562153476'],Our new online courses are now LIVE! Our 'Introduction to Religion Worldviews' course is suitable for all colleagues involved in the RE community. Find out more... https://t.co/Xq1H1pX3U5 https://t.co/hFyrNwKSsw,,our new online courses are now live our introduction to religion worldviews course is suitable for all colleagues involved in the re community find out more  ,online course introduction worldviews course colleague community
1.5637910457956598e+18,2022-08-28 07:30:13+00:00,['1563791045795659776'],Looking for a festivals calendar for teaching current future festivals? Here is our festivals calendar provided by @shapcalendar which includes ideas for lessons further information https://t.co/PLzjiOReBR,,looking for a festivals calendar for teaching current future festivals here is our festivals calendar provided by  which includes ideas for lessons further information ,festival calendar future festival festival calendar idea lesson information
