id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.3672569354022707e+18,2021-03-03 23:33:50+00:00,['1367256935402270723'],"If you’ve followed me here please follow me at @whichoneispink as well, where I post thoughts, ideas, news and views on #education but so much more too @HargreavesBC @amanda_spielman @DanFreedman99 @PosEdNet @secretHT1 @MoreMorrow @johncosgrove405 @SwailesRuth @FakeHeadteacher https://t.co/ZvdX8D7l4m",,if you’ve followed me here please follow me at  as well where i post thoughts ideas news and views on  but so much more too          ,post thought news view
1.3148421920752517e+18,2020-10-10 08:16:21+00:00,['1314842192075251713'],"@mm684 Such sad news. I always valued his contributions to @TeachTalks . As someone who had a heart attack 5 years ago, I know how difficult this is for family and friends. Stay strong. Stay safe. @whichoneispink",, such sad news i always valued his contributions to   as someone who had a heart attack years ago i know how difficult this is for family and friends stay strong stay safe ,news contribution someone heart attack year family friend stay
1.3146900284512666e+18,2020-10-09 22:11:43+00:00,['1314690028451266560'],"I am relinquishing my role as editor of @TeachTalks Thank you to everyone who has contributed to, replied, commented on, liked (or not) my tweets. My interest in education (&amp; health, music, art, dog walking) remains. I continue to tweet in a personal capacity as @whichoneispink https://t.co/wnkICnqAUv",,i am relinquishing my role as editor of  thank you to everyone who has contributed to replied commented on liked or not my tweets my interest in education amp health music art dog walking remains i continue to tweet in a personal capacity as  ,role editor thank everyone liked tweet interest education health music walking capacity
1.2550981930475848e+18,2020-04-28 11:35:02+00:00,['1255098193047584768'],@theJeremyVine my question would be: why and how has New Zealand managed the #COVID19 epidemic so much better than the UK has?,, my question would be why and how has new zealand managed the  epidemic so much better than the uk has,question zealand
1.2524936581186642e+18,2020-04-21 07:05:32+00:00,['1252493658118664193'],@GerryakaTracey @Morsecat Don’t underestimate the difficulty of moving from this weirdness back to a new normality whatever that might be.,,  don’t underestimate the difficulty of moving from this weirdness back to a new normality whatever that might be,difficulty weirdness normality
1.2506995777301832e+18,2020-04-16 08:16:30+00:00,['1250699577730183168'],Politicians are all for basing decisions on expert advice in the current climate so why not when it comes to education? @RealGeoffBarton @MaryBoustedNEU @AlisonMPeacock @vicgoddard @chrisdysonHT @theJeremyVine @HeadsRoundtable @BorisJohnson @LeadingLearner https://t.co/VXScChQOqu,,politicians are all for basing decisions on expert advice in the current climate so why not when it comes to education          ,politician decision advice climate
1.249981038249554e+18,2020-04-14 08:41:17+00:00,['1249981038249553922'],@Morsecat And how many parents would be willing to allow their children to attend given the difficulties of keeping pupils apart?,, and how many parents would be willing to allow their children to attend given the difficulties of keeping pupils apart,parent child difficulty pupil
1.2434599506025882e+18,2020-03-27 08:48:49+00:00,['1243459950602588162'],Coronavirus: Schools 'may open over Easter holidays' for key workers' children - Schools Improvement Net https://t.co/cQ8kcuqstN,,coronavirus schools may open over easter holidays for key workers children  schools improvement net ,coronavirus school holiday worker child school improvement
1.2422293063460905e+18,2020-03-23 23:18:40+00:00,['1242229306346090496'],"Why isn’t every newspaper headline tomorrow simply #StayAtHome ? Why isn’t the message on the side of all buses, electronic advertising boards, TV screens at programme changeovers, begiin8ng and end of every news bulletin......",,why isn’t every newspaper headline tomorrow simply   why isn’t the message on the side of all buses electronic advertising boards tv screens at programme changeovers begiinng and end of every news bulletin,newspaper headline tomorrow message side advertising board screen programme changeover news bulletin
1.242166883715072e+18,2020-03-23 19:10:38+00:00,['1242166883715072001'],BBC News - Coronavirus: Parents heed calls not to send children to school https://t.co/nyrfWhFuT1,,bbc news  coronavirus parents heed calls not to send children to school ,news coronavirus parent child school
1.2420140523662868e+18,2020-03-23 09:03:20+00:00,['1242014052366286848'],Schools tell employers: don't put profit over people with key worker lists https://t.co/3NdgbaweAk,,schools tell employers don't put profit over people with key worker lists ,school employer profit people worker list
1.2412929532614287e+18,2020-03-21 09:17:56+00:00,['1241292953261428736'],Nurseries will close without more support during coronavirus https://t.co/y1XXMby5iT,,nurseries will close without more support during coronavirus ,nursery support coronavirus
1.241101552435241e+18,2020-03-20 20:37:23+00:00,['1241101552435240967'],The truth is that life is not going to feel certain for some time. Nor can teachers make it so. You are a human like everyone else and children’s safety and learning is a true partnership now.. #SchoolsClosure #CoronaCrisis https://t.co/Z60HpAJY9f,,the truth is that life is not going to feel certain for some time nor can teachers make it so you are a human like everyone else and children’s safety and learning is a true partnership now   ,truth life time teacher everyone safety learning partnership
1.241090985473593e+18,2020-03-20 19:55:23+00:00,['1241090985473593345'],Seconded. Messages received from other parents would all echo this. Well done to all @tweetswchs @Morsecat https://t.co/Ugu7x0lbwm,,seconded messages received from other parents would all echo this well done to all   ,message parent well
1.2409655674498744e+18,2020-03-20 11:37:01+00:00,['1240965567449874432'],"FAQs for school and college leaders 20 March 2020 These FAQs are intended to be read alongside the Department for Education’s Guidance for schools, colleges and local authorities on maintaining educational provision. #coronavirus #schoolclosuresuk https://t.co/miSzIa6PxL",,faqs for school and college leaders march these faqs are intended to be read alongside the department for education’s guidance for schools colleges and local authorities on maintaining educational provision   ,school college leader department guidance school college authority provision
1.2409304616873943e+18,2020-03-20 09:17:32+00:00,['1240930461687394304'],"Coronavirus: Advice for parents, students and teachers | Watch an interview with ⁦@RealGeoffBarton⁩ who answers your questions #CoronaVirusUpdate #schoolclosuresuk https://t.co/FIFLNfPsHD",,coronavirus advice for parents students and teachers  watch an interview with  who answers your questions   ,coronavirus advice parent student teacher interview question
1.2409301178718618e+18,2020-03-20 09:16:10+00:00,['1240930117871861760'],"Guidance for schools, colleges and local authorities on maintaining educational provision - https://t.co/g02CAwHRSG #keyworkers https://t.co/Wozu0dXKcd",,guidance for schools colleges and local authorities on maintaining educational provision    ,guidance school college authority provision
1.2407115744461742e+18,2020-03-19 18:47:45+00:00,['1240711574446174211'],A great example of #homestudy guidance. I’m sure there are others. Please share #schoolclosuresuk #CoronaVirusUpdate https://t.co/iDYtB0NKzJ,,a great example of  guidance i’m sure there are others please share   ,example guidance sure others share
1.2404096882080154e+18,2020-03-18 22:48:10+00:00,['1240409688208015360'],Thank you to all school staff for everything they have done up to this point of #schoolclosuresuk and will continue to do to support children especially the more vulnerable and those unsure about their progression. https://t.co/TQAq6TmmMA,,thank you to all school staff for everything they have done up to this point of  and will continue to do to support children especially the more vulnerable and those unsure about their progression ,thank school staff everything point child progression
1.240390807661818e+18,2020-03-18 21:33:08+00:00,['1240390807661817865'],The Guardian view on closing schools: yet another least-bad option https://t.co/OZQ4ZHZHgY,,the guardian view on closing schools yet another leastbad option ,view closing school leastbad option
1.2403344767749652e+18,2020-03-18 17:49:18+00:00,['1240334476774965248'],“Pupils will get qualifications they need” Says #BorisJohnson What does he mean #schoolclosuresuk #CoronaVirusChallenge,,pupils will get qualifications they need says  what does he mean  ,pupil qualification
1.2402014705002742e+18,2020-03-18 09:00:47+00:00,['1240201470500274177'],Cambridge colleges criticised for asking students to leave over coronavirus https://t.co/CTSj09Mep4,,cambridge colleges criticised for asking students to leave over coronavirus ,cambridge college student coronavirus
1.2401989421781074e+18,2020-03-18 08:50:44+00:00,['1240198942178107392'],Covid-19 reveals the alarming truth that many children can’t wash their hands at school https://t.co/yNCx5Gjnk3,,covid reveals the alarming truth that many children can’t wash their hands at school ,covid truth child hand school
1.2399897008882688e+18,2020-03-17 18:59:17+00:00,['1239989700888268800'],"At the moment no change to the #exams (in Scotland due to run 27 April - 4 June) with students, parents, teachers being told to prepare for exams. Time to move from exams to teacher assessment? If these are not special circumstances what would be? #Corvid19uk #schools",,at the moment no change to the  in scotland due to run april  june with students parents teachers being told to prepare for exams time to move from exams to teacher assessment if these are not special circumstances what would be  ,moment change scotland june student parent teacher time exam assessment circumstance
1.239960890063106e+18,2020-03-17 17:04:48+00:00,['1239960890063106049'],Schools in England struggle to stay open as #coronavirus hits attendance https://t.co/jjL0yeYJP4,,schools in england struggle to stay open as  hits attendance ,school england struggle attendance
1.239876918062854e+18,2020-03-17 11:31:07+00:00,['1239876918062854144'],Shutting schools would reduce coronavirus transmission – expert https://t.co/qo2E4leH8k,,shutting schools would reduce coronavirus transmission  expert ,shutting school coronavirus transmission expert
1.2398276229909504e+18,2020-03-17 08:15:14+00:00,['1239827622990950400'],'Going home puts my parents at risk': UK students hit by coronavirus upheaval https://t.co/JxBN9WvM7M via @schoolsimprove,,going home puts my parents at risk uk students hit by coronavirus upheaval  via ,home parent risk student coronavirus
