Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,1.5648932970757857e+18,2022-08-31 08:30:10+00:00,['1564893297075785730'],@Janroweljmu @ljmu_education Just to say take care and  wishing you good luck in your new role x,  just to say take care and  wishing you good luck in your new role x,True,False
1,1.56487578572646e+18,2022-08-31 07:20:35+00:00,['1564875785726459909'],Delighted that Kate Percival @network_primary will be sharing her current knowledge and excellent practice for @MaryMyatt primary subject network 🤗 https://t.co/ysYzE4GDEL,delighted that kate percival  will be sharing her current knowledge and excellent practice for  primary subject network  ,True,False
7,1.5642904712869478e+18,2022-08-29 16:34:46+00:00,['1564290471286947840'],'Children exposed to different languages become GCSE superstars in all their subjects' - Miriam Stoppard - Mirror Online https://t.co/k5rdUHq79J,children exposed to different languages become gcse superstars in all their subjects  miriam stoppard  mirror online ,True,False
10,1.5642136577305313e+18,2022-08-29 11:29:32+00:00,['1564213657730531335'],@ds_steph @network_primary @EWoodroffe @CSimmsPLN Definitely do! Very impressed!,    definitely do very impressed,True,False
16,1.563506640761938e+18,2022-08-27 12:40:06+00:00,['1563506640761937923'],"Nuevo, nouveau, my new book- so fab, I haven’t put it down since I bought it. Great read. #summerscrapbookPLN @network_primary https://t.co/jQiwBeUoY0 https://t.co/i5vIcxfrBD",nuevo nouveau my new book so fab i haven’t put it down since i bought it great read    ,True,False
18,1.5634419081602826e+18,2022-08-27 08:22:52+00:00,['1563441908160282625'],"Do join in with this #summerscrapbookPLN . Here @network_primary we’ve shared so many fab pictures of our holidays and today it’s something “new” , @DeprezPrez @ds_steph @lormes_Spanish @caroltaylor722 @MrsBuckley5 @MrsJG_Thatto @sarahjg07 @joanne_PLN @AnfieldSpanish https://t.co/i5vIcwYozD",do join in with this   here  we’ve shared so many fab pictures of our holidays and today it’s something “new”           ,True,False
31,1.562379668241744e+18,2022-08-24 10:01:55+00:00,['1562379668241743872'],"@joedale @network_primary It’s the @network_primary that deserves the praise. They work so hard and share their current , real in primary school practice generously plus the network schools share and support us too. Best type of team work, really 🤗",  it’s the  that deserves the praise they work so hard and share their current  real in primary school practice generously plus the network schools share and support us too best type of team work really ,True,False
33,1.562371058317099e+18,2022-08-24 09:27:42+00:00,['1562371058317099008'],"@joedale thought you might like to hear this news. The team @network_primary have worked a hard to create this new scheme and it is a resource that can help so many schools achieve sustainable, creative primary language teaching with built in teacher and native speaker support. https://t.co/WDQDF6BUsi", thought you might like to hear this news the team  have worked a hard to create this new scheme and it is a resource that can help so many schools achieve sustainable creative primary language teaching with built in teacher and native speaker support ,True,False
35,1.5623697118868111e+18,2022-08-24 09:22:21+00:00,['1562369711886811136'],"Proud! Delighted! Great news for @network_primary team and the brilliant video to teach  KS2 French and Spanish schemes. Plus we now have a fab click to teach primary German scheme too. Massive thanks to @EWoodroffe @CSimmsPLN @JJanouB, Beth, Irene , Kate P , Ana and Will 🤗 https://t.co/WDQDF6BUsi",proud delighted great news for  team and the brilliant video to teach  ks2 french and spanish schemes plus we now have a fab click to teach primary german scheme too massive thanks to    beth irene  kate p  ana and will  ,True,False
38,1.5620436850759148e+18,2022-08-23 11:46:50+00:00,['1562043685075914754'],Watching un papillon et une abeille on the lavender in my garden. That’s relaxing and that’s #gratuit #summerscrapbookPLN @network_primary @EWoodroffe @SylviaB12145526 https://t.co/LeorwigZJk,watching un papillon et une abeille on the lavender in my garden that’s relaxing and that’s      ,True,False
41,1.5619809297106207e+18,2022-08-23 07:37:28+00:00,['1561980929710620673'],"To be proud of your school’s primary foreign languages,it takes a well planned/ resourced SoW,access to advice, support ,CPD  whenever it’s needed and growing confidence and pride in your provision. Join us,and be proud of your primary foreign languages. https://t.co/41HiS8nV5v https://t.co/p0dVhzFRYN",to be proud of your school’s primary foreign languagesit takes a well planned resourced sowaccess to advice support cpd  whenever it’s needed and growing confidence and pride in your provision join usand be proud of your primary foreign languages  ,True,False
43,1.5614286870100132e+18,2022-08-21 19:03:03+00:00,['1561428687010013184'],!Sabroso!Lecker! Délicieux!Best tasty treat of my Sumner -chocolate in Belgium @network_primary #summerscrapbookPLN . What about you @caroltaylor722 @SpanishMrsT @EWoodroffe ? https://t.co/AJSzoHdAwX https://t.co/lvyKjmP0UK,sabrosolecker délicieuxbest tasty treat of my sumner chocolate in belgium    what about you      ,True,False
45,1.5612693515709809e+18,2022-08-21 08:29:55+00:00,['1561269351570980866'],@podpoint @lidl please can you sort out the evchargers’ user interface. So frustrating when it doesn’t work. Llangefni Lidl evchargers just isn’t working!,  please can you sort out the evchargers’ user interface so frustrating when it doesn’t work llangefni lidl evchargers just isn’t working,True,False
51,1.5606878353546977e+18,2022-08-19 17:59:10+00:00,['1560687835354697728'],Incroyable!Un spectacle aérien au Pays de Galles “The Red Arrows” #summerscrapbookPLN @network_primary #amusant 🇫🇷#divertido 🇪🇸 https://t.co/neJN1ivlnD https://t.co/BWQ5pH8jZ7,incroyableun spectacle aérien au pays de galles “the red arrows”       ,True,False
52,1.5606856225656832e+18,2022-08-19 17:50:23+00:00,['1560685622565683200'],@SpanishMrsT @network_primary Fabulous,  fabulous,True,False
54,1.5606705099514348e+18,2022-08-19 16:50:20+00:00,['1560670509951434753'],@sarahjg07 @network_primary This looks fabulous!,  this looks fabulous,True,False
59,1.5601604775897702e+18,2022-08-18 07:03:38+00:00,['1560160477589770241'],On a walk in Lancashire yesterday we found this “campo colorido”  of beautiful wild flowers #Spanish🇪🇸🌺#summerscrapbookPLN @network_primary https://t.co/MIgnzkW9vo https://t.co/aAIieaUFCq,on a walk in lancashire yesterday we found this “campo colorido”  of beautiful wild flowers    ,True,False
62,1.559848602658345e+18,2022-08-17 10:24:22+00:00,['1559848602658344961'],Une montgolfière multicolore. What a fab surprise as it appeared over the hill at the end of a very sunny day in France 🇫🇷🤗#summerscrapbook @network_primary @EWoodroffe @SylviaB12145526 @CSimmsPLN @lormes_Spanish @ds_steph @caroltaylor722 @SpanishMrsT @sarahjg07 @MrsBuckley5 https://t.co/Ocdkp4sWWK https://t.co/aAIieaUFCq,une montgolfière multicolore what a fab surprise as it appeared over the hill at the end of a very sunny day in france             ,True,False
70,1.559127195108393e+18,2022-08-15 10:37:45+00:00,['1559127195108392963'],Un chien très chaud #summerscrapbook @network_primary https://t.co/fdsKGXTxuW https://t.co/6r9KXpLsyH,un chien très chaud    ,True,False
73,1.5585811121794908e+18,2022-08-13 22:27:48+00:00,['1558581112179490816'],@EWoodroffe @SylviaB12145526 @lormes_Spanish @Provence55 @Coxynat @sarahjg07 @SpanishMrsT Et finalement… un réfrigérateur froid!😀#summerscrapbookPLN https://t.co/m4hX5fUNUN,       et finalement… un réfrigérateur froid ,True,False
74,1.5584797150648443e+18,2022-08-13 15:44:53+00:00,['1558479715064844288'],Great photo and just what’s needed on a hot day. Thanks for the photo Carol T and how’s your search for something froid/frio today? @EWoodroffe @SylviaB12145526 @lormes_Spanish @Provence55 @Coxynat @sarahjg07 @SpanishMrsT #summerscrapbookPLN https://t.co/vHPvNrm2GZ https://t.co/RZqbWPpWZW,great photo and just what’s needed on a hot day thanks for the photo carol t and how’s your search for something froidfrio today          ,True,False
75,1.557827177672069e+18,2022-08-11 20:31:56+00:00,['1557827177672069121'],Bruges et des vieux bâtiments.#summerscrapbookPLN @network_primary https://t.co/hbdX0kkmnw https://t.co/B7ZYVITR39,bruges et des vieux bâtiments   ,True,False
80,1.5572379997458678e+18,2022-08-10 05:30:45+00:00,['1557237999745867776'],France whale: Rescue operation begins to save beluga stuck in Seine https://t.co/JVBDn4HUwg,france whale rescue operation begins to save beluga stuck in seine ,True,False
