id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.5639830299530854e+18,2022-08-28 20:13:06+00:00,['1563983029953085440'],Thank you @OnjaliRauf with @judelevermore for a fab conversation. Onjali your warmth compassion shone. Now I can read the Lion above the door in your voice. What amazing questions. I hope you are encouraged by the affection you are held in. Keep caring writing @greenbelt,,thank you  with  for a fab conversation onjali your warmth compassion shone now i can read the lion above the door in your voice what amazing questions i hope you are encouraged by the affection you are held in keep caring writing ,thank conversation compassion shone lion door voice question affection caring
1.563914726819627e+18,2022-08-28 15:41:41+00:00,['1563914726819627008'],Thank you @LeroyLogan999 in brilliant conversation with @BCWLindsay @greenbelt compassionate full of humanity. Loved the ghostly appearance the acknowledgment of it. Keep the faith,,thank you  in brilliant conversation with   compassionate full of humanity loved the ghostly appearance the acknowledgment of it keep the faith,thank conversation humanity appearance acknowledgment faith
1.5636389034831258e+18,2022-08-27 21:25:40+00:00,['1563638903483125760'],⁦@paulcooksonpoet⁩ thanks for a fab evening ⁦@greenbelt⁩ https://t.co/APHTMjEqCg,, thanks for a fab evening  ,thanks evening
1.5634649281867407e+18,2022-08-27 09:54:21+00:00,['1563464928186740738'],@greenbelt so the clothes swap was a success then #GBWakeUp 😂🤣❤️ @vonsmiths https://t.co/9jOhjFnmQG,, so the clothes swap was a success then    ,clothes swap success
1.5625568738446172e+18,2022-08-24 21:46:04+00:00,['1562556873844617216'],"Shareholders should only get dividends after fair salaries are paid, all infrastructure is sound, improvements are planned unjust bonuses are unpaid for poor performance. Only then does a company have a profit. But all utilities should be ours for stakeholders not shareholders",,shareholders should only get dividends after fair salaries are paid all infrastructure is sound improvements are planned unjust bonuses are unpaid for poor performance only then does a company have a profit but all utilities should be ours for stakeholders not shareholders,shareholder dividend salary infrastructure improvement bonus performance company profit utility stakeholder shareholder
1.56130712555239e+18,2022-08-21 11:00:01+00:00,['1561307125552390144'],@OnjaliRauf @greenbelt Thanks Onjali. The other book was this https://t.co/0EXfEIRsvK,,  thanks onjali the other book was this ,thanks book
1.560978594544902e+18,2022-08-20 13:14:33+00:00,['1560978594544902144'],@PeteWM1 @greenbelt @remelrose1 Haven’t looked in that detail. What day time,,   haven’t looked in that detail what day time,detail time
1.560914464572162e+18,2022-08-20 08:59:43+00:00,['1560914464572162048'],The wonderful Eileen aka Melanie being a passionate person is the understatement of the year #BBCSaturdayLive @RevRichardColes @nikkibedi,,the wonderful eileen aka melanie being a passionate person is the understatement of the year   ,melanie passionate person understatement year
1.5609064011946926e+18,2022-08-20 08:27:40+00:00,['1560906401194692609'],‘Music is a great time machine’ @valmcdermid #BBCSaturdaylive @nikkibedi @RevRichardColes,,music is a great time machine    ,music time machine
1.5608879214057226e+18,2022-08-20 07:14:15+00:00,['1560887921405722626'],Sundays gospel When religion gets in the way of another’s joy,,sundays gospel when religion gets in the way of another’s joy,sunday religion
1.5608862290461164e+18,2022-08-20 07:07:31+00:00,['1560886229046116353'],Liz Truss Rishi Sunak are not looking for our votes,,liz truss rishi sunak are not looking for our votes,truss rishi sunak vote
1.5608854097097892e+18,2022-08-20 07:04:16+00:00,['1560885409709789184'],Why pick up a Bible? 1: because if you’re ever on Who wants to be a millionaire it forms the basis of the harder questions 2: to get the best from Victorian novels especially Hardy 3: to fully appreciate the last two episodes of Rev 4: it’s a good listen or read 5: why not,,why pick up a bible because if you’re ever on who wants to be a millionaire it forms the basis of the harder questions to get the best from victorian novels especially hardy to fully appreciate the last two episodes of rev it’s a good listen or read why not,millionaire basis harder question novel episode listen
1.5606995526504817e+18,2022-08-19 18:45:44+00:00,['1560699552650481664'],"@theabingdontaxi @superteadrinker I don’t care who you are, you’re not parking your sledge on my roof",,  i don’t care who you are you’re not parking your sledge on my roof,care sledge roof
1.5603479371542364e+18,2022-08-18 19:28:32+00:00,['1560347937154236419'],I don’t know why we should be surprised at these for as a nation we are left of centre. We only get right of centre majority governments because our voting system is undemocratic https://t.co/21hfjU3vS4,,i don’t know why we should be surprised at these for as a nation we are left of centre we only get right of centre majority governments because our voting system is undemocratic ,nation centre majority government voting system
