id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5650363485154263e+18,2022-08-31 17:58:37+00:00,['1565036348515426304'],"@DeputyGrocott #4for44 Last day of the holidays. Goats cheese salad for lunch at Masaniello, coffee at the Pheasantry in Bushy Park and a pleasant walk with lovely friends https://t.co/WbFOTzguhU",  last day of the holidays goats cheese salad for lunch at masaniello coffee at the pheasantry in bushy park and a pleasant walk with lovely friends ,holiday salad lunch coffee pheasantry bushy park walk friend
1.5649309458321736e+18,2022-08-31 10:59:47+00:00,['1564930945832173569'],"AMAZING deal from EAL/SEN Hub! https://t.co/Am5ym3bsnr Use code summer22 to get these brilliant resources for £15… a £10 savings!!! Not just for EAL, brilliant for SEND. https://t.co/blVKMi60Li",amazing deal from ealsen hub  use code summer to get these brilliant resources for  a  savings not just for eal brilliant for send ,deal code summer resource saving brilliant send
1.5647199893446738e+18,2022-08-30 21:01:31+00:00,['1564719989344673792'],"@DeputyGrocott #4for44 the last day of holiday where I go to bed and still have the next day off. (Makes sense to me!) Kempton Market and bought candle holders that I once had in the past and a new plant, a linen table runner from Hungary, sold my china and got my nails done. A lovely day! https://t.co/E2qfiEj5bt",  the last day of holiday where i go to bed and still have the next day off makes sense to me kempton market and bought candle holders that i once had in the past and a new plant a linen table runner from hungary sold my china and got my nails done a lovely day ,holiday sense market candle holder past plant linen runner china nail
1.564339960076976e+18,2022-08-29 19:51:25+00:00,['1564339960076976152'],@DeputyGrocott #4for44 school working day with a lunch break of a smoked salmon sandwich. Maybe new plant or stick with what I’ve got?? and locked myself out of banking app when trying to add it to my new phone 🤦‍♀️ https://t.co/sTK9eeLgzY,  school working day with a lunch break of a smoked salmon sandwich maybe new plant or stick with what i’ve got and locked myself out of banking app when trying to add it to my new phone  ,school break salmon sandwich plant stick banking phone
1.563971973897941e+18,2022-08-28 19:29:10+00:00,['1563971973897940992'],"@DeputyGrocott #4for44 back to the AppleStore to pick up brand new replacement phone, thank you very much! New book for school and amazed to see what a neighbour has done with what I thought was a useless tiny space! #NextSummersProjectIThink https://t.co/6xvxzp0aYx",  back to the applestore to pick up brand new replacement phone thank you very much new book for school and amazed to see what a neighbour has done with what i thought was a useless tiny space  ,applestore brand replacement phone thank book school neighbour space
1.5636454972437504e+18,2022-08-27 21:51:52+00:00,['1563645497243750400'],"@DeputyGrocott #4for44 Mooncakes from Vietnam shared with a friend over coffee, new chairs for my table and out for a pizza with a dear friend. https://t.co/43xzwxipdh",  mooncakes from vietnam shared with a friend over coffee new chairs for my table and out for a pizza with a dear friend ,mooncakes vietnam friend chair table pizza friend
1.5632462384303022e+18,2022-08-26 19:25:21+00:00,['1563246238430302213'],"@DeputyGrocott #4for44 Aldi and then to the Apple Store to sort out my phone, with really good results and then a bite of lunch. https://t.co/HSRK80hO1q",  aldi and then to the apple store to sort out my phone with really good results and then a bite of lunch ,aldi apple store phone result bite lunch
1.5630703421505167e+18,2022-08-26 07:46:24+00:00,['1563070342150516737'],@tleach84 Ahhh. Looks really lovely!, ahhh looks really lovely,ahhh
1.5628776549904548e+18,2022-08-25 19:00:44+00:00,['1562877654990454784'],@RetirementTales @Headteacherchat My 1st child was born earlier that year! I remember that catalog ❤️,  my child was born earlier that year i remember that catalog ,child year catalog
1.5628714589545062e+18,2022-08-25 18:36:07+00:00,['1562871458954506243'],"@DeputyGrocott #4for44 made a start on planning, yummy lunch from HeiHing with my son, Virgin Media out again to get TV working properly…ummm possibly a problem I may have caused 🤦‍♀️but fixed now ✅ https://t.co/prqC5xVz9r",  made a start on planning yummy lunch from heihing with my son virgin media out again to get tv working properlyummm possibly a problem i may have caused but fixed now  ,start lunch virgin medium properlyummm problem
1.562849386756944e+18,2022-08-25 17:08:24+00:00,['1562849386756943873'],@TPScheme Thanks. Eventually got through., thanks eventually got through,thanks
1.5627605043212902e+18,2022-08-25 11:15:13+00:00,['1562760504321290241'],@TPScheme hi there. Any idea what the wait time is to get through to you guys? Have been on hold for 35 minutes (with EXTREMELY annoying music). Tried on 3 other occasions this summer and ended up having to give up. :(, hi there any idea what the wait time is to get through to you guys have been on hold for minutes with extremely annoying music tried on other occasions this summer and ended up having to give up ,idea wait time hold minute music occasion summer
1.5624887808123412e+18,2022-08-24 17:15:29+00:00,['1562488780812341248'],@DeputyGrocott #4for44 The rest of the 🪟 windows put in. https://t.co/plkYOGluVu,  the rest of the  windows put in ,rest
1.5623516112503603e+18,2022-08-24 08:10:25+00:00,['1562351611250360320'],@DrGChemistry1 @DeputyGrocott Remember to get her the odd surprise present :),  remember to get her the odd surprise present ,surprise present
1.5621720860928082e+18,2022-08-23 20:17:03+00:00,['1562172086092808192'],"@DeputyGrocott #4for44 the start of new windows going in, OMG delicious IceCream and a should have bought this moment. Loved this lamp shade when at IKEA yesterday but didn’t buy it, have ended up ordering online and having it delivered. 🤦‍♀️ https://t.co/CIszPLf69a",  the start of new windows going in omg delicious icecream and a should have bought this moment loved this lamp shade when at ikea yesterday but didn’t buy it have ended up ordering online and having it delivered  ,start window icecream moment lamp ikea yesterday online
1.5619785551094825e+18,2022-08-23 07:28:02+00:00,['1561978555109482496'],@virginmedia Thanks. Text or WhatsApp?, thanks text or whatsapp,thanks text whatsapp
1.5619617874315592e+18,2022-08-23 06:21:24+00:00,['1561961787431559170'],@tleach84 ❤️ Safe travels and wishes for fun times,  safe travels and wishes for fun times,travel wish time
