,author_id,edit_history_tweet_ids,id,text,followers_count,following_count,tweet_count,listed_count
0,2252539954,['1565112161348845574'],1565112161348845574,In our spare time we busk for charity #charitybusker #folsomprison #healthcareworker #childrenwithcanceruk #londonmarathon2022 ❤️😍❤️❤️❤️❤️❤️❤️❤️ https://t.co/CXuh1C65SH,2873,4983,3466,4
1,2252539954,['1564653347436625922'],1564653347436625922,#tiktok #challenge #recreateafilm #BreakfastAtTiffanys #moonriver #healthcareworker #ostomyawareness #charitybusker ❤️❤️❤️❤️❤️ #model https://t.co/hPs5FOZut7,2873,4983,3466,4
2,2252539954,['1564352038842105857'],1564352038842105857,So i made a promise to my self @Morrisons i wouldn't eat #chocolate 😂#healthcareworker #ostomyawareness #hiddendisability #londonmarathon2022 #childrenwithcanceruk ❤️❤️❤️#tiktok https://t.co/OUqlIxeKuH,2873,4983,3466,4
3,2252539954,['1564252312511647745'],1564252312511647745,We all get lots for words sometimes 😂😂😂😂😂 #littlemermaid #kissthegirl #healthcareworker #charitybusker #ostomyawareness https://t.co/KlJtPs5H0e,2873,4983,3466,4
4,2252539954,['1563818505299976192'],1563818505299976192,This colostomy bag #healthcareworker is taking part in the #londonmarathon2022 for #childrenwithcanceruk #believeinyourself #ostomyawareness #jolene @DollyParton #acoustic #acapella ❤️❤️❤️❤️❤️❤️ https://t.co/sEcwTx04xQ,2873,4983,3466,4
5,2252539954,['1562910283869597696'],1562910283869597696,"Don't change be you 😂😂😂😂😂
#healthcareworker
#charitybusker
#londonmarathon2022
#childrenwithcanceruk
#tiktok https://t.co/hX5R4HHB6k",2873,4983,3466,4
6,2252539954,['1562560278100713473'],1562560278100713473,Wonderful day busking for ❤️ #childrenwithcanceruk #londonmarathon2022 #charitybusker #healthcareworker #ostomyawareness #ironic #alanismorissette ❤️❤️❤️❤️❤️ https://t.co/Olh4fdsuZS,2873,4983,3466,4
7,2252539954,['1560595721593692165'],1560595721593692165,Life really isn't easy when your kaz mcgoo #charitybusker #healthcareworker please follow the link below if you like to sponsor me #londonmarathon2022 #childrenwithcanceruk https://t.co/AhjjbAQiSq https://t.co/1lhi8K0Ruq,2873,4983,3466,4
8,2252539954,['1560016945180721153'],1560016945180721153,Me every time I #smile #charitybusker #healthcareworker #ostomyawareness #keepsmiling #keeplaughing #tiktok #funny #comedy #oopsididitagain 😂😂😂😂😂😂 https://t.co/8Un6UjrVSi,2873,4983,3466,4
9,2252539954,['1559624555966128129'],1559624555966128129,"This #colostomybag #healthcareworker is taking part in the #londonmarathon2022 for #childrenwithcanceruk
I would bevso grateful if you  ccouuld sponsor me please follow the link below
https://t.co/luHEdSusbb",2873,4983,3466,4
10,2252539954,['1559605055002738688'],1559605055002738688,"You know when you're having a really bad day 😂😂😂😂😂😂😂

#healthcareworker #ostomyawareness #keepsmiling #keeplaughing #tiktok #colostomyuk #charitybusker #bethereasonsomeonesmilestoday https://t.co/uiVOu5cdhZ",2873,4983,3466,4
11,2252539954,['1558907321337659396'],1558907321337659396,When your #dog thinks your a cat #tiktok #filter #funny #comedy #healthcareworker #charitybusker #ostomyawareness #comedyshow 😂😂😂😂😂😂 https://t.co/4Q80YvRfhC,2873,4983,3466,4
12,2252539954,['1557030641446912005'],1557030641446912005,"Hello my lovely twitter family i would be so greatful if you could sponcer me #childrenwithcanceruk please follow the link below #charitybusker
#healthcareworker
#londonmarathon2022
@LondonMarathon
#ostomyawareness
https://t.co/V0zBKXGA4r https://t.co/vCWwVg1Pdc",2873,4983,3466,4
13,2252539954,['1556330733802819584'],1556330733802819584,"We are all born with a gift here's mine 😂
#bettydaviseyes
#charitybusker
#colostomyuk
#healthcareworker
#keepsmiling
#keeplaughing
#comedy
#funny https://t.co/wNlaT5fT3R",2873,4983,3466,4
14,2252539954,['1556020834422194178'],1556020834422194178,"Me tea break time 😂😂😂😂😂😂

#healthcareworker
#charitybusker
#ostomyawareness
#walkingbacktohappiness
😂😂😂😂😂😂😂❤️ https://t.co/P6nbUxZOuq",2873,4983,3466,4
15,2252539954,['1555285967170412545'],1555285967170412545,Me telling my husband about my day 😂😂😂😂😂😂  #charitybusker #kazmcgoo #keepsmiling #keeplaughing #hiddendisabilities #charitybusker #healthcareworker 😂😂😂😂😂 https://t.co/7mdmLH2Dxw,2873,4983,3466,4
16,2252539954,['1555178850971262976'],1555178850971262976,Bag what bag #ostomyawareness #colostomybag #charitybusker #hiddendisabilities #disabilityawareness #healthcareworker #londonmarathon2022 #childrenwithcanceruk ❤️❤️❤️❤️❤️ https://t.co/r94yvtUrS6,2873,4983,3466,4
17,2252539954,['1554555188475723777'],1554555188475723777,"#healthcareworker #charitybusker #ostomyawareness #hiddendisability #colostomybag #love #childrenwithcanceruk
@therealgokwan  #MoveToYourMood  ❤️❤️❤️❤️❤️ https://t.co/3xTh95WVhx",2873,4983,3466,4
18,2252539954,['1553726336853835776'],1553726336853835776,"@asda @AsdaServiceTeam please sponsor me I'm running in memory of my mum she told me once if you dont ask you dont get 😂#healthcareworker #charitybusker #childrenwithcanceruk #hiddendisabilities #londonmarathon2022 @londonmarathon
https://t.co/kWiZPfC9Tx https://t.co/LXGYiEOFfs",2873,4983,3466,4
19,2252539954,['1552517273021304832'],1552517273021304832,"This #colostomybag #healthcareworker is taking part in the #londonmarathon2022
Please follow the link below if you like to sponsor me
Thankyou so much Karen
#runkazzarun
#runfatboyrun
#charitybusker
#ostomyawareness
#healthcareworker
#childrenwithcanceruk
https://t.co/CW7YH3r0lI https://t.co/YPVV9sNDyu",2873,4983,3466,4
20,2252539954,['1552211643572035584'],1552211643572035584,This #colostomybag #healthcareworker is taking part in the #londonmarathon2022 @LondonMarathon for #childrenwithcanceruk please follow link below if you like to sponsor me #ostomyawareness #colostomyuk #charitybusker https://t.co/i8Wg9F3LKM https://t.co/WdDvBm8rbZ,2873,4983,3466,4
21,2252539954,['1552050536081510401'],1552050536081510401,"Lesson learnt always carry a charger 😂😂😂😂😂
#healthcareworker #charitybusker #ostomyawareness #hiddendisability #colostomybag #colostomyuk #keepsmiling #keeplaughing #tiktok #funny #comedy https://t.co/qhNdBXGzuQ",2873,4983,3466,4
22,2252539954,['1551289174409502720'],1551289174409502720,This happens to me all the time #charitybusker #healthcareworker #ostomyawareness #keepsmiling #keeplaughing #tiktok #funny #comedy 😂😂😂😂😂😂 https://t.co/YdZ8vhFBtp,2873,4983,3466,4
23,2252539954,['1550913162735665152'],1550913162735665152,When you have no #chocolate spread left 😂😂😂😂😂 #healthcareworker #ostomyawareness #colostomyuk #charitybusker #chocoholic 😂😂😂😂😂😂😂 https://t.co/cLfr3gL25k,2873,4983,3466,4
24,2252539954,['1550577543702528000'],1550577543702528000,You see some right goings on being a #homecare #healthcareworker 😂😂😂😂😂😂 #mooning #grease 😂😂😂😂😂😂😂😂 #comedy #funny #charitybusker #tiktok 😘😘😘😘😘😘😘 https://t.co/c7s3XpBLTj,2873,4983,3466,4
25,2252539954,['1550231649396326400'],1550231649396326400,What is something you would never do @loosewomen @lorraine @therealgokwan will my favourite tv programmes answer my question 👍👍👍👍👍👍 #healthcareworker #charitybusker #ostomyawareness #hiddendisability #colostomyuk 💜💜💜💜💜💜 https://t.co/jxI5gi5XMJ,2873,4983,3466,4
26,2252539954,['1550218909541867520'],1550218909541867520,Life is for living take those challenges @loosewomen #healthcareworker #charitybusker #ostomyawareness #colostomyuk #hiddendisabilities #believeinyourself 💜💜💜💜💜💜 https://t.co/FS28hwpf6L,2873,4983,3466,4
27,2252539954,['1550020069354242049'],1550020069354242049,Life is for living take those challenges #ostomyawareness #hiddendisability #colostomybag #colostomyuk #fyp #viral #healthcareworker #layallyourloveonme 💜💜💜💜💜 https://t.co/8rB1hOPpGd,2873,4983,3466,4
28,2252539954,['1549835360703848450'],1549835360703848450,Happy Wednesday my lovely #TwitterFamily #healthcareworker #charitybusker #ostomyawareness #yougotme 😘😘😘😘😘😘 https://t.co/4gcambi9Zw,2873,4983,3466,4
29,2252539954,['1549486807276048388'],1549486807276048388,"Be brave be strong be proud 💜
#ostomyawareness #colostomyuk #hiddendisabilities #healthcareworker #disabilityawareness #charitybusker #stomasquad #bagwhatbag 👍👍👍👍👍👍 https://t.co/9IUZsdIJSj",2873,4983,3466,4
30,2252539954,['1549130038448201729'],1549130038448201729,@marksandspencer i love my little fan its #awesome #healthcareworker #charitybusker #tiktok #ostomyawareness #colostomyuk 😂😂😂😂😂😂 https://t.co/qREJ2VrIjB,2873,4983,3466,4
31,2252539954,['1548763951500087300'],1548763951500087300,"This little bird makes my day 🐦
#garden #birds #healthcareworker #charitybusker #tiktok #ostomyawareness @homesandgardens #wildlife #nature ❤️❤️❤️❤️❤️ https://t.co/gEe1ibfkse",2873,4983,3466,4
32,2252539954,['1548614650031472640'],1548614650031472640,My audition for the x factor 😂😂😂😂😂 #keeplaughing #keepsmiling #tiktok #colostomyuk #healthcareworker #ostomyawareness #funny #comedy @TheXFactor https://t.co/2bL9NVeqCN,2873,4983,3466,4
33,2252539954,['1548043197380669443'],1548043197380669443,Seriously the music was much better in my #clubbing days 😂😂😂#80smusic #pumpthejam #keepsmiling #keeplaughing #tiktok #healthcareworker #charitybusker 😂😂😂😂😂😂 https://t.co/ot0gxefCBd,2873,4983,3466,4
34,2252539954,['1547662049672437761'],1547662049672437761,I really feel for those that drive for a living 😭and have really bad air conditioning 🔥i know because i do it #healthcareworker #keepsmiling #keeplaughing #tiktok #colostomyuk #charitybusker #healthcareworker #comedyshow @kiss 😂😂😂😂😂😂 https://t.co/Eiz4Fvgz7O,2873,4983,3466,4
35,1173501470345445376,['1565059651846258688'],1565059651846258688,"#Aktionskomitee der #Krankenpfleger in #Australien: 

❌Expand strike action by NSW nurses! 

❌Form rank-and-file committees to fight for unified struggle! 
#NSW #HealthcareCrisis #Health #Healthcareworker #Pflegestreik #Sydney #Melbourne 
https://t.co/jReYGpzFPN",1438,1705,119005,16
36,1173501470345445376,['1563879557853224963'],1563879557853224963,"Warning strike at Frankfurt University Hospital in Germany 

#Health #healthcareworker #Healthcare #Pflegestreik #HealthCarestrike #Strike #huelgageneralya #Frankurt #Germany #Pflege 
https://t.co/jkpBtmIXFJ",1438,1705,119005,16
37,1173501470345445376,['1554372263314694144'],1554372263314694144,"COVID predicted to surge to new heights in the UK this autumn 

#UK #Covid19 #BA5 #LongCovid #LongCovidKids #ZeroCovid #NullCovid #GlobalWorkersInquest #Health #healthcareworker #surgery 
https://t.co/Yu1mS7z3jQ",1438,1705,119005,16
38,540220493,['1564938426515947522'],1564938426515947522,"Are you working with/treating those impacted by #FloodsinPakistan? If so - here is a free ACCME accredited Master Class from @AKUGlobal for you on Flood Disaster Treatment; covering issues of #MNCH, skin &amp; water borne diseases, #MentalHealth and more. #HealthCareWorker (1/2) https://t.co/X22ik6AhVW",17094,1546,7849,127
41,1438555317395070986,['1564674318784667648'],1564674318784667648,"Check out this study that looks into using self-help apps to help reduce stress among healthcare workers.

#mobileapp #stressmanagement #Healthcareworker 
https://t.co/qlc6bLY7a9 https://t.co/8PA1Cjt1RU",1951,3644,288,1
42,1702128128,['1564640887291920385'],1564640887291920385,"Supervising patients when they enter areas beyond the waiting room increases safety in a medical practice. Our article discusses a number of ways to create a safer workplace. https://t.co/LMMHCQSVBs

#healthcareworker #hospitalmanagement #healthcaremanagement https://t.co/pTsBeWxFyJ",693,990,6823,37
